Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment
CHEMBL576852,CON(C)C(=O)c1cc2ccn(Cc3ccc(F)cc3F)c2cn1,Activity,,,,CHEMBL1043904,Mutagenic activity in Salmonella Typhimurium TA100 by Biolum Ames test,T,BAO_0000019,assay format,CHEMBL1154670,Scientific Literature,J Med Chem,2009.0,Not Determined
CHEMBL577062,O=C(NO)c1cc2ccn(Cc3ccc(F)cc3F)c2cn1,Activity,,,,CHEMBL1043905,Mutagenic activity in Salmonella Typhimurium TA98 by Biolum Ames test,T,BAO_0000019,assay format,CHEMBL1154670,Scientific Literature,J Med Chem,2009.0,Active
CHEMBL565886,CONC(=O)c1cc2ccn(Cc3ccc(F)cc3F)c2cn1,Activity,,,,CHEMBL1043907,Mutagenic activity in Salmonella Typhimurium TA98 by Biolum Ames test in presence of metabolizing enzyme,T,BAO_0000019,assay format,CHEMBL1154670,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL486455,COc1cccc(Nc2c(C(=O)O)cnc3c2cnn3-c2ccccc2)c1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL509318,COc1ccc(Nc2c(C(=O)O)cnc3sccc23)cc1,Activity,,,,CHEMBL969695,Antibacterial activity against drug-resistant Enterobacter cloacae clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL510315,O=C(O)c1cnc2sccc2c1Nc1ccccc1,Activity,,,,CHEMBL969695,Antibacterial activity against drug-resistant Enterobacter cloacae clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL504835,Cc1ccc(Nc2c(C(=O)O)cnc3sccc23)cc1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL487474,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1cccc(Br)c1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL487645,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1cccc([N+](=O)[O-])c1,Activity,,,,CHEMBL969694,Antibacterial activity against drug-resistant Pseudomonas aeruginosa clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL3902046,Cl.O=C(O)C[C@@H](c1ccc(Cl)c(F)c1)N(Cc1ccc(OCCN2C(=O)CCC2=O)c(Cl)c1)CC1CC1,Activity,,,,CHEMBL3865123,Mutagenicity in Salmonella typhimurium by Ames II assay,T,BAO_0000019,assay format,CHEMBL3864164,Scientific Literature,Bioorg Med Chem Lett,2016.0,Non-Toxic
CHEMBL4127704,CCc1c(O)c2ccccc2[nH]c1=O,Activity,,,,CHEMBL4119738,Genotoxicity in Salmonella typhimurium TA104 harboring Pr1 lux operon fusion at 1.28 to 128 uM measured every 5 mins for 4 hrs in absence of S9 liver fraction by vitotox assay,T,BAO_0000218,organism-based format,CHEMBL4118082,Scientific Literature,Eur J Med Chem,2017.0,Non-Toxic
CHEMBL4537460,NCCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCCCCCCNC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC1=O,Activity,,,,CHEMBL4430039,Binding affinity to DOPE/POPG large unilamellar vesicles in 3:1 ratio assessed as exciton split measured at 225 nanometer in NaHCO3 buffer,B,BAO_0000019,assay format,CHEMBL4428079,Scientific Literature,ACS Med Chem Lett,2016.0,Active
CHEMBL5081479,COc1cc(C(=O)c2nc(-c3ccc(C)c(O)c3)ccc2F)cc(OC)c1OC,Activity,,,,CHEMBL5029606,Mutagenicity in Salmonella typhimurium TA98 by Ames test,T,BAO_0000218,organism-based format,CHEMBL5029155,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL5197910,CC1(C)C2CC3OB(CNC(=O)CCCC[C@H]4CCSS4)O[C@]3(C)C1C2,Activity,,,,CHEMBL5108258,Genotoxicity in human blood assessed as frequency of sister chromatid exchange at 0.1 to 100 uM by BrdU/Giemsa staining based fluorescence assay,T,BAO_0000221,tissue-based format,CHEMBL5107942,Scientific Literature,RSC Med Chem,2021.0,Non-Toxic
CHEMBL557622,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN(CCCNC(=N)N)C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CN)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N(CCCNC(=N)N)CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N(CCCNC(=N)N)CC(=O)N[C@@H](CC(C)C)C(=O)O,Activity,,,,CHEMBL1063465,Membrane permeabilization in eukaryotic membrane model consisting of single unilamellar vesicle of L-alpha-phosphatidylcholine-cholesterol assessed as 5(6)-carboxyfluorescein release at high peptide-to-lipid ratio after 20 mins by fluorescence assay,A,BAO_0000249,cell membrane format,CHEMBL1152983,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL563954,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CN)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,Activity,,,,CHEMBL1063466,Membrane permeabilization in eukaryotic membrane model consisting of single unilamellar vesicle of L-alpha-phosphatidylcholine-cholesterol assessed as 5(6)-carboxyfluorescein release at high peptide-to-lipid ratio after 50 mins by fluorescence assay,A,BAO_0000249,cell membrane format,CHEMBL1152983,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL553017,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CN)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N(CCNC(=N)N)CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,Activity,,,,CHEMBL1063466,Membrane permeabilization in eukaryotic membrane model consisting of single unilamellar vesicle of L-alpha-phosphatidylcholine-cholesterol assessed as 5(6)-carboxyfluorescein release at high peptide-to-lipid ratio after 50 mins by fluorescence assay,A,BAO_0000249,cell membrane format,CHEMBL1152983,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL1916559,O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21,Activity,,,,CHEMBL1920455,Mutagenic activity in Salmonella Typhimurium TA100 by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1914334,Scientific Literature,Bioorg Med Chem Lett,2011.0,Non-toxic
CHEMBL4076963,Cc1cn2cc(NC(=O)c3ccc(N4CCNCC4)cc3F)cc(F)c2n1,Activity,,,,CHEMBL4052063,Genotoxicity in Salmonella typhimurium TAT1535 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Toxic
CHEMBL4062776,Cc1cn2cc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)c(C)cc2n1,Activity,,,,CHEMBL4052063,Genotoxicity in Salmonella typhimurium TAT1535 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL4065528,Cc1cn2nc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)nc2c(C)n1,Activity,,,,CHEMBL4052064,Genotoxicity in Salmonella typhimurium TA97 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL4084454,Cc1cn2cc(NC(=O)c3ccc(N4CCNCC4)cc3F)ncc2n1,Activity,,,,CHEMBL4052064,Genotoxicity in Salmonella typhimurium TA97 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL4065528,Cc1cn2nc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)nc2c(C)n1,Activity,,,,CHEMBL4052067,Genotoxicity in Salmonella typhimurium TA102 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL507946,O=C(O)c1cnc2sccc2c1Nc1ccc(F)cc1,Activity,,,,CHEMBL966970,Antibacterial activity against drug-resistant Serratia marcescens clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL2207365,O=C(Nc1nocc1Cl)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2211370,Genotoxicity in Salmonella typhimurium TAMix by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Toxic
CHEMBL229679,COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCCCNC(=O)C1=NO[C@]3(C=C(Br)C(OC)=C(Br)[C@@H]3O)C1)=NO2,Activity,,,,CHEMBL975513,Antibacterial activity against Klebsiella pneumoniae ATCC 10032 assessed as inhibition zone diameter after 24 hrs by agar diffusion method,F,BAO_0000218,organism-based format,CHEMBL1156544,Scientific Literature,J Nat Prod,2008.0,Not Active
CHEMBL448954,CCOC(=O)Cc1cc(Br)c(O)c(Br)c1O,Activity,,,,CHEMBL975511,Antibacterial activity against Staphylococcus aureus ATCC 6538P assessed as inhibition zone diameter after 24 hrs by agar diffusion method,F,BAO_0000218,organism-based format,CHEMBL1156544,Scientific Literature,J Nat Prod,2008.0,Not Determined
CHEMBL2207354,O=C(Nc1ccn2ccnc2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210498,Genotoxicity in Salmonella typhimurium TA98 by Ames test in absence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Toxic
CHEMBL2207353,O=C(Nc1cccn2ccnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2211369,Genotoxicity in Salmonella typhimurium TAMix by Ames test in absence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL2207354,O=C(Nc1ccn2ccnc2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Toxic
CHEMBL2207344,O=C(Nc1cnc2[nH]ccc2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Toxic
CHEMBL2207340,O=C(Nc1cccc2nsnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL2207351,O=C(Nc1cnc2ccccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2211370,Genotoxicity in Salmonella typhimurium TAMix by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL4459971,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,Activity,,,,CHEMBL4478555,Mutagenicity in Salmonella typhimurium TA102 assessed as increase in revertant colonies after 2 days in presence of rat liver S9 fraction by Ames test relative to control,T,BAO_0000220,subcellular format,CHEMBL4477215,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4520499,Cc1cn2cc(-c3cc(=O)n4cc(N5CCN(C)CC5)ccc4n3)cc(C)c2n1,Activity,,,,CHEMBL4478555,Mutagenicity in Salmonella typhimurium TA102 assessed as increase in revertant colonies after 2 days in presence of rat liver S9 fraction by Ames test relative to control,T,BAO_0000220,subcellular format,CHEMBL4477215,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL1079393,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]21O[C@H]1CO,Activity,,,,CHEMBL1100419,Induction of human Ishikawa cells growth containing endogenous ERalpha receptor at 1 uM by MTT assay relative to estradiol,F,BAO_0000219,cell-based format,CHEMBL1154375,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL1935197,COc1cccc2c3c(cnc12)C(=O)c1ccccc1C3=O,Activity,,,,CHEMBL1936720,Genotoxicity in Salmonella Typhimurium expressing luxCDABE assessed as induction of transcription of SOS DNA repair gene at 0.1 to 10 uM in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1932987,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL1165576,C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)CC1,Activity,,,,CHEMBL1167053,Cytotoxicity against human HeLa cells at 80 nM after 34 hrs by microfilament disruption assay,F,BAO_0000219,cell-based format,CHEMBL1165849,Scientific Literature,J Med Chem,2010.0,Active
CHEMBL1165637,COC1(C[C@@H]2C(=O)N[C@@H](c3ccc(O)cc3)CC(=O)O[C@@H](C)C[C@@H](C)/C=C(\C)C[C@H](C)C(=O)N[C@@H](C)C(=O)N2C)OC(=O)Nc2ccccc21,Activity,,,,CHEMBL1167053,Cytotoxicity against human HeLa cells at 80 nM after 34 hrs by microfilament disruption assay,F,BAO_0000219,cell-based format,CHEMBL1165849,Scientific Literature,J Med Chem,2010.0,Not Active
CHEMBL1916559,O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21,Activity,,,,CHEMBL1920450,Mutagenic activity in Salmonella Typhimurium TA100 by Ames test in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1914334,Scientific Literature,Bioorg Med Chem Lett,2011.0,Non-toxic
CHEMBL1916399,N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4c(c3)CCN4C(=O)CCC(=O)O)no2)c1,Activity,,,,CHEMBL1920453,Mutagenic activity in Salmonella Typhimurium TA97a by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1914334,Scientific Literature,Bioorg Med Chem Lett,2011.0,Non-toxic
CHEMBL487433,Oc1cc2c(cc1O)[C@H](Cc1ccc3ccccc3c1)NCC2,Activity,,,,CHEMBL938697,"Effect on LPS-induced Sprague-Dawley rat disseminated intravascular coagulation model assessed as amelioration of increased fibrin degradation product levels at 10 mg/day or 25 mg/day, po after 2 hrs of fasting for 2 consecutive days",F,BAO_0000218,organism-based format,CHEMBL1154998,Scientific Literature,Bioorg Med Chem Lett,2008.0,Active
CHEMBL487433,Oc1cc2c(cc1O)[C@H](Cc1ccc3ccccc3c1)NCC2,Activity,,,,CHEMBL938698,"Effect on LPS-induced Sprague-Dawley rat disseminated intravascular coagulation model assessed as amelioration of increased urea nitrogen levels at 10 mg/day or 25 mg/day, po after 2 hrs of fasting for 2 consecutive days",F,BAO_0000218,organism-based format,CHEMBL1154998,Scientific Literature,Bioorg Med Chem Lett,2008.0,Active
CHEMBL470694,Oc1cc2c(cc1O)[C@@H](Cc1cccc3ccccc13)NCC2,Activity,,,,CHEMBL938698,"Effect on LPS-induced Sprague-Dawley rat disseminated intravascular coagulation model assessed as amelioration of increased urea nitrogen levels at 10 mg/day or 25 mg/day, po after 2 hrs of fasting for 2 consecutive days",F,BAO_0000218,organism-based format,CHEMBL1154998,Scientific Literature,Bioorg Med Chem Lett,2008.0,Active
CHEMBL559570,CC1=C(C(=O)OCC(C)C)C(c2cc(C(F)(F)F)cc(Cl)c2F)C2=C(CC(C)(C)CC2=O)N1,Activity,,,,CHEMBL1030438,Antagonist activity at voltage dependent L-type calcium channel in nitric oxide synthase inhibitor L-NAME hydrochloride pretreated New Zealand white rabbit sigmoid colon circular smooth muscle strip assessed as effect on relaxation response,F,BAO_0000221,tissue-based format,CHEMBL1158354,Scientific Literature,Eur J Med Chem,2009.0,Not Evaluated
CHEMBL564889,CCOC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1cc(C(F)(F)F)cc(Cl)c1F,Activity,,,,CHEMBL1030438,Antagonist activity at voltage dependent L-type calcium channel in nitric oxide synthase inhibitor L-NAME hydrochloride pretreated New Zealand white rabbit sigmoid colon circular smooth muscle strip assessed as effect on relaxation response,F,BAO_0000221,tissue-based format,CHEMBL1158354,Scientific Literature,Eur J Med Chem,2009.0,Not Evaluated
CHEMBL575740,Cc1cc2c(cc1C(=O)c1ccc(C(=O)O)cc1F)C(C)(C)CCC2(C)C,Activity,,,,CHEMBL1062042,Mutagenic activity in Saccharomyces cerevisiae after 3 hrs,A,BAO_0000218,organism-based format,CHEMBL1154189,Scientific Literature,J Med Chem,2009.0,Non-toxic
CHEMBL583790,Cc1cc2c(cc1Cc1cccc(C(=O)O)c1)C(C)(C)CCC2(C)C,Activity,,,,CHEMBL1062042,Mutagenic activity in Saccharomyces cerevisiae after 3 hrs,A,BAO_0000218,organism-based format,CHEMBL1154189,Scientific Literature,J Med Chem,2009.0,Non-toxic
CHEMBL583410,Cc1cc2c(cc1Cc1ccc(C(=O)O)c([N+](=O)[O-])c1)C(C)(C)CCC2(C)C,Activity,,,,CHEMBL1062042,Mutagenic activity in Saccharomyces cerevisiae after 3 hrs,A,BAO_0000218,organism-based format,CHEMBL1154189,Scientific Literature,J Med Chem,2009.0,Non-toxic
CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Activity,,,,CHEMBL1948383,Induction of phospholipidosis in bovine corneal fibroblasts assessed as lamellar inclusion bodies after 72 hrs by light microscopy,A,BAO_0000221,tissue-based format,CHEMBL1944531,Scientific Literature,J Med Chem,2012.0,Non-toxic
CHEMBL1946837,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,Activity,,,,CHEMBL1947910,Induction of mutagenesis in Salmonella Typhimurium by Ames test,T,BAO_0000218,organism-based format,CHEMBL1944604,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL4747761,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1csc2ccc(F)cc12,Activity,,,,CHEMBL4681737,Genotoxicity in Salmonella typhimurium in presence of metabolic activation by SOS/umu test,T,BAO_0000019,assay format,CHEMBL4680103,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL515671,CC#C[C@]1(O)C[C@H]2CCc3cc(OCc4cccnc4C)ccc3[C@]2(CC)C[C@@H]1O,Activity,,,,CHEMBL1010699,Transrepression activity at GR in human SW1353 cells assessed as inhibition of IL1-stimulated MMP13 production after 24 hrs by whole cell ELISA relative to Dexamethasone in presence of RU-486,B,BAO_0000219,cell-based format,CHEMBL1152783,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL166812,O=[N+]([O-])c1cccc(Cl)c1,Activity,,,,CHEMBL799657,Mutagenic activity in Salmonella Typhimurium TA98 using Ames test; Activity is log of revertants / nmol; a= inactive,F,BAO_0000218,organism-based format,CHEMBL1125820,Scientific Literature,J Med Chem,1991.0,Not Active
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,Activity,,,,CHEMBL975511,Antibacterial activity against Staphylococcus aureus ATCC 6538P assessed as inhibition zone diameter after 24 hrs by agar diffusion method,F,BAO_0000218,organism-based format,CHEMBL1156544,Scientific Literature,J Nat Prod,2008.0,Not Determined
CHEMBL479189,CC(C)OC(=O)c1ccc(C2=CN3CCC2CC3)cc1,Activity,,,,CHEMBL959529,"Inhibition of sterol biosynthesis in Leishmania mexicana amazonensis promastigotes assessed as reduction in endogenous cholesta-5,7,24-trien-3beta-ol level at 1 uM after 96 hrs by gas-liquid chromatography",F,BAO_0000218,organism-based format,CHEMBL1137637,Scientific Literature,Antimicrob Agents Chemother,2007.0,Not Determined
CHEMBL477326,OC[C@@H]1CC2CCN1C[C@@H]2C#Cc1ccc(OCc2ccccc2)cc1,Activity,,,,CHEMBL962697,Inhibition of sterol biosynthesis in Leishmania mexicana amazonensis promastigotes assessed as reduction in endogenous 5-dehydro episterol level at 10 uM after 96 hrs by gas-liquid chromatography,F,BAO_0000218,organism-based format,CHEMBL1137637,Scientific Literature,Antimicrob Agents Chemother,2007.0,Not Determined
CHEMBL443678,CCOC(=O)c1ccc(C#CC2(O)CN3CCC2CC3)cc1,Activity,,,,CHEMBL962693,"Inhibition of sterol biosynthesis in Leishmania mexicana amazonensis promastigotes assessed as reduction in endogenous cholesta-7,24-dien-3beta-ol level at 10 uM after 96 hrs by gas-liquid chromatography",F,BAO_0000218,organism-based format,CHEMBL1137637,Scientific Literature,Antimicrob Agents Chemother,2007.0,Not Determined
CHEMBL577766,CCCCc1ncc(COC(=O)CCc2ccc(O)c(O)c2)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Activity,,,,CHEMBL1039935,"Antihypertensive activity in Wistar rat assessed as normalization of L-NAME-induced aorta thickness at 10 mg/kg/day, po for 4 weeks",F,BAO_0000218,organism-based format,CHEMBL1156133,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL571305,CCCCc1nc(Cl)c(COC(=O)CCc2ccc(O)c(O)c2)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Activity,,,,CHEMBL1039934,"Antihypertensive activity in Wistar rat assessed as normalization of L-NAME-induced systolic blood pressure at 10 mg/kg/day, po for 4 weeks",F,BAO_0000218,organism-based format,CHEMBL1156133,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Activity,,,,CHEMBL1039934,"Antihypertensive activity in Wistar rat assessed as normalization of L-NAME-induced systolic blood pressure at 10 mg/kg/day, po for 4 weeks",F,BAO_0000218,organism-based format,CHEMBL1156133,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL1087464,CCN(CC)CCCC(C)Nc1ccnc2cc(OC(F)(F)F)ccc12,Activity,,,,CHEMBL1117329,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 48 hrs by Ames test,T,BAO_0000019,assay format,CHEMBL1157913,Scientific Literature,J Med Chem,2010.0,Non-toxic
CHEMBL1087470,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC2C=CC1C2,Activity,,,,CHEMBL1117329,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 48 hrs by Ames test,T,BAO_0000019,assay format,CHEMBL1157913,Scientific Literature,J Med Chem,2010.0,Non-toxic
