StdInChIKey,Smiles,LogS,T,Source,REF1,REF2,REF3,REF4,REF5
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,O=C(NNCc1ccccc1)c1noc(C)c1,-2.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XKJMBINCVNINCA-UHFFFAOYSA-N,Clc1c(Cl)ccc(NC(=O)N(OC)C)c1,-3.55543,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
XLOMZPUITCYLMJ-UHFFFAOYSA-N,S=C1NC(=O)C(C(CCC)C)(CC=C)C(=O)N1,-3.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,Clc1c(Cl)ccc(NC(=O)N(C)C)c1,-3.82201,NA,ONSchallenge,http://eprints.ucl.ac.uk/24535/,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
XNLICIUVMPYHGG-UHFFFAOYSA-N,O=C(CCC)C,-0.19,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XQUXKZZNEFRCAW-UHFFFAOYSA-N,O=C(OC(C#N)c1cc(Oc2ccccc2)ccc1)C1C(C)(C)C1(C)C,-6.03,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XQXPVVBIMDBYFF-UHFFFAOYSA-N,O=C(O)Cc1ccc(O)cc1,-0.94422,NA,ONSchallenge,http://www.chemspider.com/Chemical-Structure.124.html,,,,
XQZYPMVTSDWCCE-UHFFFAOYSA-N,N#Cc1c(C#N)cccc1,-2.38,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XRECTZIEBJDKEO-UHFFFAOYSA-N,Fc1c(N)[nH]c(=O)nc1,-1.05193,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
XRHGWAGWAHHFLF-UHFFFAOYSA-N,Clc1n(C(C)C)nc(OP(=S)(OCC)OCC)n1,-3.66,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XRTJYEIMLZALBD-UHFFFAOYSA-N,Nc1ccc(c2sc3c(n2)ccc(C)c3)cc1,-3.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XSKQKDTZQNFCCB-UHFFFAOYSA-N,O=[N+]([O-])c1c(CO)cc2OCOc2c1,-3.064,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XSQUKJJJFZCRTK-UHFFFAOYSA-N,O=C(N)N,0.96,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XTRDKALNCIHHNI-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)c([N+](=O)[O-])ccc1,-3,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XUCIJNAGGSZNQT-UHFFFAOYSA-N,O(C(C#N)c1ccccc1)C1C(O)C(O)C(O)C(COC2C(O)C(O)C(O)C(CO)O2)O1,-0.77,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XUFQPHANEAPEMJ-UHFFFAOYSA-N,S(=O)(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N,-2.6468,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XUYPXLNMDZIRQH-UHFFFAOYSA-N,S(CCC(NC(=O)C)C(=O)O)C,0.032,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XWKFPIODWVPXLX-UHFFFAOYSA-N,Cc1ncc(C)cc1,0.4,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XYGUXAGVJDBSBP-UHFFFAOYSA-N,O=C(NCC(=O)N)COC(=O)c1ccccc1,-1.498,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
XZTUSOXSLKTKJQ-UHFFFAOYSA-N,O=C1OCC(=C1)C1C2(C)C(O)(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,-4.574,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YAPQBXQYLJRXSA-UHFFFAOYSA-N,O=c1n(C)c2ncn(C)c2c(=O)[nH]1,-2.58679,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
YASYVMFAVPKPKE-UHFFFAOYSA-N,S(P(=O)(OC)NC(=O)C)C,0.54,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YBPAYPRLUDCSEY-UHFFFAOYSA-N,O=C(N)Cc1ccc(O)cc1,-2.38601,NA,ONSchallenge,http://goo.gl/LFNCM,,,,
YCLSOMLVSHPPFV-UHFFFAOYSA-N,S(SCCC(=O)O)CCC(=O)O,-0.19,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YCMLQMDWSXFTIF-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(C)cccc1,-2.02,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YCSBALJAGZKWFF-UHFFFAOYSA-N,Nc1cc2c(cc3c(c2)cccc3)cc1,-5.17,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YEAICDDXRUOCKJ-UHFFFAOYSA-N,S(=O)(=O)(Nc1nccnc1)c1ccc(N)cc1,-3.7,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YFBPRJGDJKVWAH-UHFFFAOYSA-N,S(C)c1c(C)cc(OC(=O)NC)cc1C,-3.921,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YFGYUFNIOHWBOB-UHFFFAOYSA-N,O=C(Oc1c(C)c(C)nc(N(C)C)n1)N(C)C,-1.95,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YGLMVCVJLXREAK-UHFFFAOYSA-N,O=C(N(C)C)NC1C2C3C(C(C1)C2)CCC3,-3.01,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YGYNBBAUIYTWBF-UHFFFAOYSA-N,Cc1cc2c(cc(C)cc2)cc1,-4.89,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YIKYNHJUKRTCJL-UHFFFAOYSA-N,O=c1c(O)c(CC)occ1,-0.89378,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
YJDYCULVYZDESB-UHFFFAOYSA-N,O=C1C2(C)C(C3C(C4(C)C(CC3)CCCC4)CC2)CC1,-6.7,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YKGCCFHSXQHWIG-UHFFFAOYSA-N,O=c1cc2sc3c(nc2cc1)cccc3,-3.716,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YKJYKKNCCRKFSL-UHFFFAOYSA-N,O=C(OC1C(Cc2ccc(OC)cc2)NCC1O)C,-1.61,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YKYONYBAUNKHLG-UHFFFAOYSA-N,O=C(OCCC)C,-0.72,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YLQBMQCUIZJEEH-UHFFFAOYSA-N,o1cccc1,-0.82,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,-0.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YNARWAUTTJJADX-UHFFFAOYSA-N,S=c1n(C)c2c(n(CC)c3ncccc13)nccc2,-4.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YNAVUWVOSKDBBP-UHFFFAOYSA-N,O1CCNCC1,1.06,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YNBADRVTZLEFNH-UHFFFAOYSA-N,O=C(OC)c1cnccc1,-0.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YNDXUCZADRHECN-JNQJZLCISA-N,F[C@]12[C@@H](O)C[C@]3(C)[C@]4(C(=O)CO)OC(C)(C)O[C@@H]4C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,-4.32,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YNPNZTXNASCQKK-UHFFFAOYSA-N,c12c3c(ccc1cccc2)cccc3,-5.258842,NA,ONSchallenge,http://illiad.library.drexel.edu/illiad/pdf/189245.pdf,http://www.chemspider.com/Chemical-Structure.970.html,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
YNVOMSDITJMNET-UHFFFAOYSA-N,O=C(O)c1cscc1,-1.47,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YOJAHJGBFDPSDI-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(C(=O)OC)cc1,-3.035,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YOYAIZYFCNQIRF-UHFFFAOYSA-N,Clc1c(C#N)c(Cl)ccc1,-4.24,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YREQHYQNNWYQCJ-UHFFFAOYSA-N,O(CC(C)(C)c1ccc(OCC)cc1)Cc1cc(Oc2ccccc2)ccc1,-8.59998,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=c1c2c(sc3c1cccc3)cccc2,-5.54,NA,ONSchallenge,http://www.chem.unt.edu/faculty/acree.htm,,,,
YRHYCMZPEVDGFQ-UHFFFAOYSA-N,O=C(OC)CCCCCCCCC,-4.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YTBRNEUEFCNVHC-UHFFFAOYSA-N,Clc1ccc(c2ccc(Cl)cc2)cc1,-6.56,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YUWFEBAXEOLKSG-UHFFFAOYSA-N,Cc1c(C)c(C)c(C)c(C)c1C,-5.23,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YVWZWRFAFZRJGU-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1CCC(O)CC1,-1.349,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YWBVHLJPRPCRSD-UHFFFAOYSA-N,FC(F)(F)c1cc(c2c(=O)c(c3ccccc3)cn(C)c2)ccc1,-4.44,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
YZMCKZRAOLZXAZ-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(C)nc(C)c1)c1ccc(N)cc1,-2.27725,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YZVWKHVRBDQPMQ-UHFFFAOYSA-N,Nc1c2c3c4c(cc2)cccc4ccc3cc1,-0.61272,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
ZAFYATHCZYHLPB-UHFFFAOYSA-N,O=C(N(C)C)Cc1c(c2ccc(C)cc2)nc2n1cc(C)cc2,-1.297,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZCINFQNVNLHJOV-UHFFFAOYSA-N,O=[N+]([O-])C1=C(OCC)C(=O)N(C(C)C)C1,-4.331,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZDPHROOEEOARMN-UHFFFAOYSA-N,O=C(O)CCCCCCCCCC,-3.55,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZDXPYRJPNDTMRX-VKHMYHEASA-N,O=C(O)[C@@H](N)CCC(=O)N,-0.55,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,Fc1c(N2CC(C)NCC2)c(F)cc2c(=O)c(C(=O)O)cn(CC)c12,-2.3328,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C(=C)CCCCC,-3.73,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZGRYQDHDZGJMNF-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2c(S(=O)(=O)CC(O)C2)c1,-1.589,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZIEWAMOXCOLNSJ-UHFFFAOYSA-N,ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,-5.03,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZISSAWUMDACLOM-UHFFFAOYSA-N,C(C(C)C)(C)(C)C,-4.36,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,-5.4881,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZJYJZEAJZXVAMF-UHFFFAOYSA-N,O=[N+]([O-])c1cc2c(cc1)cccc2,-3.824,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZLAQATDNGLKIEV-UHFFFAOYSA-N,Sc1nc(O)c(C)cn1,-2.45,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZMANZCXQSJIPKH-UHFFFAOYSA-N,N(CC)(CC)CC,-0.14,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZMISODWVFHHWNR-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,-1.386,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,-5.09,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,S=P(OC)(OC)Oc1cc(C)c([N+](=O)[O-])cc1,-4.14976,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZNSSPLQZSUWFJT-UHFFFAOYSA-N,O=C(OCCCCC)c1ccc(O)cc1,-3.813,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZQUPQXINXTWCQR-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(Cl)c1c1cc(Cl)c(Cl)cc1,-7.659992,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZRKWMRDKSOPRRS-UHFFFAOYSA-N,O=NN(C(=O)N)C,-0.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZRSNZINYAWTAHE-UHFFFAOYSA-N,O=Cc1ccc(OC)cc1,-1.49,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,O=C(Nc1sc(C)cn1)C1=C(c2c(S(=O)(=O)N1C)cccc2)O,-2.99568,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
ZSDSQXJSNMTJDA-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,-5.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZTMKADLOSYKWCA-UHFFFAOYSA-N,O=c1n(c(=O)c2c([nH]1)CCC2)C1CCCCC1,-4.59,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,O=CCCC,-0.01,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,O=C(CC)C,0.52,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZWUAUTPCFIIFAS-UHFFFAOYSA-N,O=C(N(C(C)C)C(C)C)COC(=O)c1ccccc1,-3.341,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZXAGXLDEMUNQSH-UHFFFAOYSA-N,C(C)c1cc2c(cc3c(c2)cccc3)cc1,-6.89,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,0.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZXFXBSWRVIQKOD-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C(=C(Cl)C1(Cl)C1C2C(Cl)C2OC12)Cl,-6.151085,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ZXQYGBMAQZUVMI-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1)C(F)(F)F,-8.179996,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZXVONLUNISGICL-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)c(C)cc([N+](=O)[O-])c1,-1.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZYJPUMXJBDHSIF-NSHDSACASA-N,O=C(OC(C)(C)C)N[C@H](C(=O)O)Cc1ccccc1,-2.1549,NA,ONSchallenge,http://onschallenge.wikispaces.com/Exp194,,,,
ZZLCFHIKESPLTH-UHFFFAOYSA-N,Cc1ccc(c2ccccc2)cc1,-4.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZZORFUFYDOWNEF-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1,-2.96,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,-3.80528,NA,ONSchallenge,NA,,,,
