Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Species/Origin of Plasma or Serum,Concentration of Tested Compound,Duration of Incubation,Analytical Detection Method,Equilibrium Dialysis for Protein Binding Assessment,Plasma_Protein_Binding
CHEMBL4857241,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,PPB,'=',79.0,%,CHEMBL4809372,Plasma protein binding in human at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4808184,Scientific Literature,J Med Chem,2021.0,Human,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4869882,Cc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC2CC2)c1,PPB,'=',97.2,%,CHEMBL4822231,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL4819104,Scientific Literature,Bioorg Med Chem Lett,2021.0,Rat,,,,,True
CHEMBL4865462,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(CC(=O)N(C)C)cc(=O)n(C3CC3)c12,PPB,'=',42.0,%,CHEMBL4809370,Plasma protein binding in CD1 mouse at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4808184,Scientific Literature,J Med Chem,2021.0,CD1 Mouse,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4784899,CCOC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2sc(C)nc12,PPB,'=',2.5,%,CHEMBL4667675,Plasma protein binding in human assessed as unbound fraction,A,BAO_0000366,cell-free format,CHEMBL4665658,Scientific Literature,Bioorg Med Chem Lett,2019.0,Human,,,,,True
CHEMBL4764715,CCn1c(=O)c(C(=O)Nc2nnc(-c3nccs3)s2)c(O)c2ccccc21,PPB,'=',99.9,%,CHEMBL4683291,Protein binding in mouse plasma at 5 uM incubated for 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4680144,Scientific Literature,Eur J Med Chem,2020.0,Mouse Plasma,5 uM,5 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4779575,Cc1c(-c2ccc3nonc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,PPB,'=',3.0,%,CHEMBL4700466,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4699432,Scientific Literature,RSC Med Chem,2020.0,Human,,,,,True
CHEMBL4786947,Cc1c(-c2ccc3[nH]cnc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,PPB,'=',4.7,%,CHEMBL4700466,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4699432,Scientific Literature,RSC Med Chem,2020.0,Human,,,,,True
CHEMBL4764929,C[C@@H](NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccc1,PPB,'=',98.4,%,CHEMBL4706366,Protein binding in human plasma by LC-MS/MS based equilibrium analysis,A,BAO_0000366,cell-free format,CHEMBL4699667,Scientific Literature,J Med Chem,2020.0,Human,,,LC-MS/MS,,True
CHEMBL4782111,O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,PPB,'=',88.4,%,CHEMBL4706366,Protein binding in human plasma by LC-MS/MS based equilibrium analysis,A,BAO_0000366,cell-free format,CHEMBL4699667,Scientific Literature,J Med Chem,2020.0,Human,,,LC-MS/MS,,True
CHEMBL4741307,O=C(N[C@H]1CCN(C2CCCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,PPB,'=',86.2,%,CHEMBL4706366,Protein binding in human plasma by LC-MS/MS based equilibrium analysis,A,BAO_0000366,cell-free format,CHEMBL4699667,Scientific Literature,J Med Chem,2020.0,Human,,,LC-MS/MS,,True
CHEMBL4435992,O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,PPB,'=',0.8,%,CHEMBL4715125,Protein binding in human serum assessed as fraction unbound,A,BAO_0000366,cell-free format,CHEMBL4706752,Scientific Literature,ACS Med Chem Lett,2021.0,Human Serum,,,,,True
CHEMBL4166144,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,PPB,'=',95.78,%,CHEMBL4150475,Protein binding in human plasma at 2 uM after 6 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4145625,Scientific Literature,J Med Chem,2018.0,Human Plasma,2 uM,6 hrs,LC-MS/MS,,True
CHEMBL4166144,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,PPB,'=',91.77,%,CHEMBL4150476,Protein binding in ICR mouse plasma at 2 uM after 6 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4145625,Scientific Literature,J Med Chem,2018.0,ICR Mouse Plasma,2 uM,6 hrs,LC-MS/MS,,True
CHEMBL4228912,Cc1nn(-c2cccc3cc(Cc4cccc(C(F)(F)F)c4)sc23)c(CO)c1C(=O)NCCO,PPB,'=',98.0,%,CHEMBL4221337,Protein binding in mouse plasma at 1 uM,A,BAO_0000366,cell-free format,CHEMBL4219092,Scientific Literature,Bioorg Med Chem,2018.0,Mouse Plasma,1 uM,,,,True
CHEMBL4783524,COc1ccc(C(NC(=O)c2cnc(-c3cccnn3)nc2O)c2ccc(OC)cc2)cc1,PPB,'=',0.6,%,CHEMBL4766440,"Protein binding in rat plasma assessed as unbound fraction at 2 mg/kg, po or 1 mg/kg, iv",A,BAO_0000218,organism-based format,CHEMBL4765235,Scientific Literature,J Med Chem,2016.0,Rat,,,,,True
CHEMBL4783524,COc1ccc(C(NC(=O)c2cnc(-c3cccnn3)nc2O)c2ccc(OC)cc2)cc1,PPB,'=',0.5,%,CHEMBL4766452,"Protein binding in rhesus monkey plasma assessed as unbound fraction at 1 mg/kg, po or 0.5 mg/kg, iv",A,BAO_0000218,organism-based format,CHEMBL4765235,Scientific Literature,J Med Chem,2016.0,Rhesus monkey,,,,,True
CHEMBL190461,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,PPB,'=',90.0,%,CHEMBL4687701,Protein binding in human plasma incubated for 20 to 24 hrs,A,BAO_0000366,cell-free format,CHEMBL4680278,Scientific Literature,J Med Chem,2020.0,Human Plasma,,20 to 24 hrs,,,True
CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,PPB,'=',12.0,%,CHEMBL4687780,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4680282,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL4127376,O=C(O)CNC(=O)C1=C(O)CCN(Cc2ccc(-c3ccccc3)cc2)C1=O,PPB,'=',98.9,%,CHEMBL4122059,Protein binding in human serum at 1 ug/ml after 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4118138,Scientific Literature,Bioorg Med Chem Lett,2018.0,Human Serum,1 ug/ml,4 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL3719135,CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@H]1[C@@H]2CN(C3COC3)C[C@@H]21,PPB,'=',82.3,%,CHEMBL4119879,Protein binding in Sprague-Dawley rat plasma,A,BAO_0000366,cell-free format,CHEMBL4118097,Scientific Literature,J Med Chem,2017.0,Sprague-Dawley Rat,,,,,True
CHEMBL4161733,C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,PPB,'=',99.7,%,CHEMBL4679368,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4673373,Scientific Literature,Bioorg Med Chem Lett,2021.0,Human,,,,,True
CHEMBL4757016,CC(=O)N1CC2(CC(NC(=O)c3cc(-c4ccccc4)no3)C2)C1,PPB,'=',59.0,%,CHEMBL4701223,Protein binding in monkey plasma,A,BAO_0000366,cell-free format,CHEMBL4699452,Scientific Literature,Bioorg Med Chem Lett,2020.0,Monkey,,,,,True
CHEMBL4169151,Cc1cc(-c2cnc([C@H](C)Nc3nccc(N4C(=O)OC[C@@H]4C(C)C)n3)nc2)ccc1F,PPB,'=',97.0,%,CHEMBL4135764,Protein binding in rat plasma at 5 uM after 4 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4130531,Scientific Literature,ACS Med Chem Lett,2017.0,Rat Plasma,5 uM,4 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4756563,C[C@H](Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1-c1ccc(F)cc1,PPB,'=',96.92,%,CHEMBL4724151,Plasma protein binding in rat at 5 uM by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4715876,Scientific Literature,J Med Chem,2020.0,Rat Plasma,5 uM,,LC-MS/MS,,True
CHEMBL4792864,CCP(=O)(OC)c1ccc2oc(-c3ccc4c(c3)OC(F)(F)O4)nc2c1,PPB,'=',98.0,%,CHEMBL4731879,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4725490,Scientific Literature,ACS Med Chem Lett,2020.0,Mouse,,,,,True
CHEMBL4853142,CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)nn1)c1ccc(F)cc1,PPB,'=',8.0,%,CHEMBL4845168,Plasma protein binding in human at 5 uM by HPLC analysis,A,BAO_0000366,cell-free format,CHEMBL4842386,Scientific Literature,J Med Chem,2021.0,Human,5 uM,,HPLC,,True
CHEMBL4877692,CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,PPB,'=',1.0,%,CHEMBL4845168,Plasma protein binding in human at 5 uM by HPLC analysis,A,BAO_0000366,cell-free format,CHEMBL4842386,Scientific Literature,J Med Chem,2021.0,Human,5 uM,,HPLC,,True
CHEMBL5208103,C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(OCCN(C)C)c4)c4ccccc43)cn12,PPB,'=',99.7,%,CHEMBL5167062,Protein binding in rat plasma at 10 uM incubated for 4 hrs by LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5154908,Scientific Literature,J Med Chem,2022.0,Rat Plasma,10 uM,4 hrs,LC/MS/MS,,True
CHEMBL3701697,C[C@H]1c2cccc(C(N)=O)c2C(=O)N1C1CCN(C2CCCCC2)CC1,PPB,'=',87.0,%,CHEMBL4433799,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4433216,Scientific Literature,ACS Med Chem Lett,2019.0,Mouse,,,,,True
CHEMBL4633785,O=C(O)c1c(F)ccc2c1OB(O)[C@@H]1C[C@H]21,PPB,'=',96.0,%,CHEMBL4617776,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4616632,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL4552949,Cc1cn2cc(-c3cc4ccc(N5CCN(C)CC5)cc4oc3=O)nc2c(C)n1,PPB,'=',97.0,%,CHEMBL4478618,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4477216,Scientific Literature,J Med Chem,2016.0,Human,,,,,True
CHEMBL4562266,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNCC5)ccc4n3)cc2c(C)n1,PPB,'=',70.0,%,CHEMBL4478618,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4477216,Scientific Literature,J Med Chem,2016.0,Human,,,,,True
CHEMBL4568086,Cc1cn2cc(-c3cc4ccc(N5CCN(C)CC5)cc4oc3=O)nc2cn1,PPB,'=',97.0,%,CHEMBL4478618,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4477216,Scientific Literature,J Med Chem,2016.0,Human,,,,,True
CHEMBL4571856,Cc1ccc(/C=C2\CN(Cc3cn(Cc4ccccc4F)nn3)C/C(=C\c3ccc(C)cc3)C2=O)cc1,PPB,'=',96.99,%,CHEMBL4479903,Protein binding in rat plasma at 8 ug/ml after 15 mins by UPLC based charcoal adsorption method,A,BAO_0000366,cell-free format,CHEMBL4477254,Scientific Literature,Bioorg Med Chem Lett,2016.0,Rat Plasma,8 ug/ml,15 mins,UPLC,,True
CHEMBL4546262,Cc1cn2nc(-c3cc(=O)n4cc(N5CCN(C)CC5)ccc4n3)cc2c(C)n1,PPB,'=',80.0,%,CHEMBL4478618,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4477216,Scientific Literature,J Med Chem,2016.0,Human,,,,,True
CHEMBL5170790,CCCC(CCC)c1nc2c(Nc3ccc(I)cc3)nc3ccccc3c2[nH]1,PPB,'=',93.6,%,CHEMBL5100475,Protein binding in human plasma assessed as bound fraction at 10 uM and measured for 5 hrs by by LC-MS/MS based dialysis analysis,A,BAO_0000366,cell-free format,CHEMBL5096242,Scientific Literature,J Med Chem,2022.0,Human Plasma,10 uM,5 hrs,LC-MS/MS,,True
CHEMBL5193805,N#Cc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1Cl,PPB,'=',1.3,%,CHEMBL5111955,Plasma protein binding in mouse assessed as unbound fraction incubated for 5 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5108053,Scientific Literature,J Med Chem,2022.0,Mouse Plasma,,5 hrs,LC-MS/MS,,True
CHEMBL4640256,COC(=O)[C@@H](N)Cc1cn(-c2nc(Cl)nc(N3CCCCC3)n2)c2ccccc12,PPB,'=',85.08,%,CHEMBL4610820,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4610009,Scientific Literature,Bioorg Med Chem,2020.0,,,,,,True
CHEMBL4637613,COP(=O)(c1ccc2nc(-c3ccc(F)cc3)oc2c1)C(C)C,PPB,'=',83.0,%,CHEMBL4621465,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4619775,Scientific Literature,J Med Chem,2020.0,Mouse,,,,,True
CHEMBL4634268,CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,PPB,'=',91.0,%,CHEMBL4621466,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4619775,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL5205047,COc1ccc2ccc(=O)n(CCN[C@H]3CC[C@H]4[C@@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,PPB,'=',12.2,%,CHEMBL5146137,Protein binding in mouse plasma by equilibrium dialysis assay,A,BAO_0000366,cell-free format,CHEMBL5143607,Scientific Literature,Bioorg Med Chem Lett,2022.0,Mouse Plasma,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5201228,COc1ccc2ccc(=O)n(CCN[C@H]3CC[C@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,PPB,'=',15.8,%,CHEMBL5146137,Protein binding in mouse plasma by equilibrium dialysis assay,A,BAO_0000366,cell-free format,CHEMBL5143607,Scientific Literature,Bioorg Med Chem Lett,2022.0,Mouse Plasma,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5095095,C[C@H](CC[C@](C)(O)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,PPB,'=',97.2,%,CHEMBL5136755,Plasma protein binding in dog after 15 mins by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5131569,Scientific Literature,J Med Chem,2022.0,Dog Plasma,,15 mins,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5178223,Cn1nncc1-c1cnn([C@H](CCOC(F)F)c2ccc(-c3c(-n4cc(C(F)(F)F)nn4)ccc(Cl)c3F)c[n+]2[O-])c1,PPB,'=',98.2,%,CHEMBL5141366,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL5137069,Scientific Literature,J Med Chem,2022.0,Human,,,,,True
CHEMBL4876153,CC(C)(O)CCO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(C)O)cc2C(=O)N1Cc1ccc(Cl)cc1,PPB,'=',99.6,%,CHEMBL4808611,Plasma protein binding in human incubated for 48 hrs,A,BAO_0000366,cell-free format,CHEMBL4808170,Scientific Literature,J Med Chem,2021.0,Human Plasma,,48 hrs,,,True
CHEMBL4846050,CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(O)CC1)c1ccc(Cl)cc1,PPB,'=',98.7,%,CHEMBL4808611,Plasma protein binding in human incubated for 48 hrs,A,BAO_0000366,cell-free format,CHEMBL4808170,Scientific Literature,J Med Chem,2021.0,Human Plasma,,48 hrs,,,True
CHEMBL4850904,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(c2ccc3nncn3n2)CC1,PPB,'=',92.4,%,CHEMBL4810692,Protein binding in mouse plasma at 10 uM after 6 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4808226,Scientific Literature,J Med Chem,2021.0,Mouse Plasma,10 uM,6 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4472508,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1)C(=O)O,PPB,'=',96.7,%,CHEMBL4839650,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4837250,Scientific Literature,J Med Chem,2021.0,Mouse,,,,,True
CHEMBL4788580,CC(C)(NC(=O)c1cnc(-n2cccn2)nc1O)c1ccccc1,PPB,'=',9.3,%,CHEMBL4766434,"Protein binding in mouse plasma assessed as unbound fraction at 2 mg/kg, po or 1 mg/kg, iv",A,BAO_0000218,organism-based format,CHEMBL4765235,Scientific Literature,J Med Chem,2016.0,Mouse Plasma,1 mg/kg,,,,True
CHEMBL4853790,CCOc1nc(C)cc(NC(=O)NCc2cc(C)c(-c3cn(C)nc3C(F)(F)F)nn2)c1C,PPB,'=',97.8,%,CHEMBL4836089,Plasma protein binding beagle dog plasma at 5 uM incubated for 4 hrs,A,BAO_0000366,cell-free format,CHEMBL4834436,Scientific Literature,J Med Chem,2021.0,Beagle Dog Plasma,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL501701,N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,PPB,'=',97.0,%,CHEMBL4739466,Plasma protein binding in Balb/C mouse at 1 ug/ml after 4.2 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4732263,Scientific Literature,Bioorg Med Chem,2021.0,Balb/C Mouse Plasma,1 ug/ml,4.2 hrs,LC-MS,,True
CHEMBL4513418,COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N)cn1,PPB,'=',60.0,%,CHEMBL4739466,Plasma protein binding in Balb/C mouse at 1 ug/ml after 4.2 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4732263,Scientific Literature,Bioorg Med Chem,2021.0,Balb/C Mouse Plasma,1 ug/ml,4.2 hrs,LC-MS,,True
CHEMBL5181555,Cc1n[nH]c2ccc(NS(=O)(=O)CCCCF)cc12,PPB,'=',77.0,%,CHEMBL5139634,Protein binding in human plasma incubated for 5 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5137025,Scientific Literature,J Med Chem,2022.0,Human Plasma,,5 hrs,LC-MS/MS,,True
CHEMBL5204287,Cn1ccc(-c2ccnc(NC(=O)C3CC3)c2)cc1=O,PPB,'=',37.0,%,CHEMBL5137999,Plasma protein binding in human incubated for 24 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5136982,Scientific Literature,J Med Chem,2022.0,Human,,24 hrs,LC-MS/MS,,True
CHEMBL5181274,O=C(Nc1cc(-n2cnc3ccccc32)ccn1)C1CC1,PPB,'=',87.0,%,CHEMBL5138000,Plasma protein binding in rat incubated for 24 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5136982,Scientific Literature,J Med Chem,2022.0,Rat,,24 hrs,LC-MS/MS,,True
CHEMBL5172896,COCCO[C@H]1CC[C@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1,PPB,'=',79.1,%,CHEMBL5148904,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL5143723,Scientific Literature,J Med Chem,2022.0,Human,,,,,True
CHEMBL4790724,CNC1CN(c2nc3ncc(Br)cc3n3nnnc23)C1,PPB,'=',73.5,%,CHEMBL4767140,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4765239,Scientific Literature,J Med Chem,2018.0,Human,,,,,True
CHEMBL4852881,O=C(NC[C@H]1[C@H]2C[C@H](Oc3ccnc4ccc(F)cc34)C[C@@H]12)c1ccc(Cl)cc1,PPB,'=',99.7,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4862584,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(Cl)c(Cl)cc43)C[C@@H]21,PPB,'=',100.0,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4845961,CC(C)(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,PPB,'=',99.6,%,CHEMBL4843276,Protein binding in human plasma at 5 uM incubated for 5 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4842341,Scientific Literature,J Med Chem,2021.0,Human,5 uM,5 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4517408,COc1cc(-c2cncc(-c3ccc(N4CCNCC4)cc3)c2C)cc(OC)c1OC,PPB,'=',94.3,%,CHEMBL4626235,Protein binding in human plasma at 5 uM after 4 hrs by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4622974,Scientific Literature,J Med Chem,2020.0,Human Plasma,5 uM,4 hrs,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4575293,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3c(F)cc(F)cc23)ncc1F,PPB,'=',99.92,%,CHEMBL4416706,Protein binding in human plasma at 1 uM incubated for 6 hrs in orbital shaker by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4414632,Scientific Literature,J Med Chem,2019.0,Human,1 uM,6 hrs,LC-MS/MS,,True
CHEMBL4641682,CN1CC(C(=O)N[C@@H](CCCCCC(=O)c2ccon2)c2ncc(-c3ccccc3F)[nH]2)C1,PPB,'=',96.2,%,CHEMBL4625829,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4622967,Scientific Literature,ACS Med Chem Lett,2020.0,Mouse,,,,,True
CHEMBL4648889,O=C(N[C@H]1CC[C@H](O)CC1)OCCCCc1ccccc1,PPB,'=',93.3,%,CHEMBL4618560,Protein binding in human plasma at 2 uM by equilibrium dialysis relative to control,A,BAO_0000366,cell-free format,CHEMBL4616675,Scientific Literature,J Med Chem,2020.0,Human,2 uM,,Equilibrium Dialysis,Relative to Control,True
CHEMBL4635341,O=C(CCCCCc1ccncc1)NC1CCC(O)CC1,PPB,'=',18.0,%,CHEMBL4618561,Protein binding in mouse plasma at 2 uM by equilibrium dialysis relative to control,A,BAO_0000366,cell-free format,CHEMBL4616675,Scientific Literature,J Med Chem,2020.0,Mouse,2 uM,,Equilibrium Dialysis,Relative to Control,True
CHEMBL4646528,O=C(CCCCCc1ccccc1)N[C@H]1CC[C@@H](O)CC1,PPB,'=',93.8,%,CHEMBL4618561,Protein binding in mouse plasma at 2 uM by equilibrium dialysis relative to control,A,BAO_0000366,cell-free format,CHEMBL4616675,Scientific Literature,J Med Chem,2020.0,Mouse,2 uM,,Equilibrium Dialysis,Relative to Control,True
CHEMBL4648988,Cc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1Nc1nccc(-c2cccnc2)n1,PPB,'=',94.9,%,CHEMBL4618342,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4616670,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL4645054,Cc1ccc(NC(=O)c2ccc(P(C)(C)=O)cc2)cc1Nc1nccc(-c2cccnc2)n1,PPB,'=',83.7,%,CHEMBL4618342,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4616670,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL4796575,COc1ncc(NC(=O)Nc2cnc3ccc(C#N)cc3c2N2CCOC[C@@H]2C)cc1Cl,PPB,'=',97.5,%,CHEMBL4678231,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4673331,Scientific Literature,J Med Chem,2020.0,Rat,,,,,True
CHEMBL3716365,O=c1nc(OC[C@@H]2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2,PPB,'=',93.5,%,CHEMBL4675930,Plasma protein binding in dog at 5 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4673243,Scientific Literature,J Med Chem,2020.0,Dog Plasma,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL3717363,O=c1nc(OC[C@H]2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2,PPB,'=',96.7,%,CHEMBL4675930,Plasma protein binding in dog at 5 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4673243,Scientific Literature,J Med Chem,2020.0,Dog Plasma,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4776820,N#Cc1ccc(N2CCN([C@H]3C=C(c4cc5ncccc5c(=O)[nH]4)CC3)CC2)cc1,PPB,'=',94.4,%,CHEMBL4676695,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4673259,Scientific Literature,Bioorg Med Chem,2020.0,Rat,,,,,True
CHEMBL4763375,C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@]2(CC1)COc1cc(C(F)(F)F)ccc12,PPB,'=',99.5,%,CHEMBL4679080,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4673358,Scientific Literature,Bioorg Med Chem Lett,2021.0,Mouse,,,,,True
CHEMBL4763375,C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@]2(CC1)COc1cc(C(F)(F)F)ccc12,PPB,'=',99.9,%,CHEMBL4679081,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4673358,Scientific Literature,Bioorg Med Chem Lett,2021.0,Human,,,,,True
