Drug_ID	Drug	Y
"diflorasone-diacetate"	"CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"difluprednate"	"CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"dimemorfan"	"Cc1ccc2c(c1)[C@]13CCCC[C@H]1[C@@H](C2)N(C)CC3"	1
"dimeprozan"	"COc1ccc2c(c1)/C(=C\CCN(C)C)c1ccccc1O2"	1
"dimesone"	"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(C)C(=O)CO"	1
"dimetacrine"	"CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21"	1
"dinazafone"	"C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1"	1
"disulfiram"	"CCN(CC)C(=S)SSC(=S)N(CC)CC"	1
"doliracetam"	"NC(=O)CN1C(=O)[C@@H](c2ccccc2)c2ccccc21"	1
"dosulepin"	"CN(C)CC/C=C1/c2ccccc2CSc2ccccc21"	1
"doxefazepam"	"O=C1[C@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO"	1
"doxenitoin"	"O=C1NCNC1(c1ccccc1)c1ccccc1"	1
"doxibetasol"	"CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"doxylamine"	"CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1"	1
"drocinonide"	"CC1(C)O[C@H]2C[C@H]3[C@H]4CC[C@H]5CC(=O)CC[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1"	1
"droperidol"	"O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1"	1
"dulozafone"	"CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl"	1
"enpiprazole"	"Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1"	1
"enprazepine"	"C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21"	1
"eprobemide"	"O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1"	1
"eptazocine"	"CN1CC[C@@]2(C)C[C@H](Cc3ccc(O)cc32)C1"	1
"etaqualone"	"CCc1ccccc1-n1c(C)nc2ccccc2c1=O"	1
"eterobarb"	"CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O"	1
"ethinamate"	"C#CC1(OC(N)=O)CCCCC1"	1
"ethosuximide"	"CC[C@@]1(C)CC(=O)NC1=O"	1
"ethotoin"	"CCN1C(=O)N[C@H](c2ccccc2)C1=O"	1
"ethyl-chloride"	"CCCl"	1
"etizolam"	"CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl"	1
"etomidate"	"CCOC(=O)c1cncn1[C@H](C)c1ccccc1"	1
"etrabamine"	"CN[C@H]1CCc2ncsc2C1"	1
"etryptamine"	"CC[C@H](N)Cc1c[nH]c2ccccc12"	1
"fenaclon"	"O=C(CCCl)NCCc1ccccc1"	1
"fenadiazole"	"Oc1ccccc1-c1nnco1"	1
"fentanyl"	"CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1"	1
"fezolamine"	"CN(C)CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1"	1
"fletazepam"	"Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21"	1
"fluanisone"	"COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"flucindol"	"CN(C)[C@H]1CCc2[nH]c3c(F)cc(F)cc3c2C1"	1
"fluciprazine"	"C#CC1(OC[C@H](O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1"	1
"fludiazepam"	"CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21"	1
"flumethasone (flumetasone and diflorasone)"	"C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO"	1
"flumethasone21pivalate (flumetasone-pivalate)"	"C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C"	1
"flunisolide"	"CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1"	1
"flunisolide-acetate"	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]12C"	1
"flunitrazepam"	"CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21"	1
"fluocinolone"	"C[C@@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@H]3C[C@H](O)[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@@]12F"	1
"fluocinolone-acetonide"	"CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1"	1
"fluocortolone"	"C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@@]2(C)[C@H]1C(=O)CO"	1
"fluorometholone"	"CC(=O)[C@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C"	1
"fluperlapine"	"CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1"	1
"fluperolone (fluperolone-acetate)"	"CC(=O)O[C@H](C)C(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"fluphenazine"	"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"fluprednidene"	"C=C1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO"	1
"fluprednisolone"	"C[C@@]12C=CC(=O)C=C1[C@H](F)C[C@@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO"	1
"fluprednisolone-valerate"	"CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"fluradoline"	"CNCCSC1=Cc2ccccc2Oc2ccc(F)cc21"	1
"flurandrenolide (fludroxycortide)"	"CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)CC[C@@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1"	1
"fluroxene"	"C=COCC(F)(F)F"	1
"fluspiperone"	"O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1"	1
"flutoprazepam"	"O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1"	1
"furfenorex"	"C[C@@H](Cc1ccccc1)N(C)Cc1ccco1"	1
"galantamine"	"COc1ccc2c3c1O[C@@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2"	1
"gamfexine"	"CN(C)CC[C@@H](c1ccccc1)C1CCCCC1"	1
"ganciclovir"	"Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1"	1
"glutethimide"	"CC[C@]1(c2ccccc2)CCC(=O)NC1=O"	1
"guanoxyfen"	"N=C(N)NCCCOc1ccccc1"	1
"halazepam"	"O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F"	1
"halometasone"	"C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO"	1
"haloperidol"	"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1"	1
"heptabarb"	"CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O"	1
"hepzidine"	"CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1"	1
"hexobarbital"	"CN1C(=O)NC(=O)[C@@](C)(C2=CCCCC2)C1=O"	1
"homochlorcyclizine"	"CN1CCCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1"	1
"homofenazine (homophenazine)"	"OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"hydrocodone"	"COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]314"	1
"hydrocortisone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"hydrocortisone-buteprate"	"CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"hydrocortisone-butyrate"	"CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"hydromorphone"	"CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5"	1
"hydroxypethidine"	"CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1"	1
"hydroxyphenamate (oxyfenamate)"	"CC[C@@](O)(COC(N)=O)c1ccccc1"	1
"hydroxyzine (hydroxizine)"	"OCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1"	1
"icometasone-enbutate"	"CCCC(=O)O[C@@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@]21C"	1
"iminophenimide"	"CC[C@]1(c2ccccc2)NCC(=O)NC1=O"	1
"imipramine"	"CN(C)CCCN1c2ccccc2CCc2ccccc21"	1
"indalpine"	"c1ccc2c(CCC3CCNCC3)c[nH]c2c1"	1
"intriptyline"	"CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21"	1
"iprindole"	"CN(C)CCCn1c2c(c3ccccc31)CCCCCC2"	1
"iproniazid"	"CC(C)NNC(=O)c1ccncc1"	1
"isoflurane"	"FC(F)O[C@H](Cl)C(F)(F)F"	1
"isomethadone"	"CCC(=O)C(c1ccccc1)(c1ccccc1)[C@H](C)CN(C)C"	1
"isoprednidene"	"C=C1C[C@@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3[C@@H](O)C[C@]2(C)[C@]1(O)C(=O)CO"	1
"isothamine (profenamine)"	"CCN(CC)[C@H](C)CN1c2ccccc2Sc2ccccc21"	1
"ketipramine (ketimipramine)"	"CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21"	1
"ketorfanol"	"O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1"	1
"levomepromazine"	"COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2"	1
"levoprotiline (oxaprotiline)"	"CNC[C@H](O)C[C@]12CC[C@H](c3ccccc31)c1ccccc12"	1
"lirequinil"	"CCO[C@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1"	1
"litoxetine"	"c1ccc2cc(COC3CCNCC3)ccc2c1"	1
"lobeline"	"CN1[C@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1"	1
"lodaxaprine"	"OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1"	1
"lorazepam"	"O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@@H]1O"	1
"lorcinadol"	"Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1"	1
"loreclezole"	"Cl/C(=C/n1cncn1)c1ccc(Cl)cc1Cl"	1
"losindole"	"CN1C[C@H]2Cc3ccc(Cl)cc3[C@@H](c3ccccc3)[C@H]2C1"	1
"maprotiline"	"CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12"	1
"maroxepin"	"CN1CCC2=C(CC1)c1ccccc1Oc1ccccc12"	1
"mazapertine"	"CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1"	1
"medifoxamine"	"CN(C)CC(Oc1ccccc1)Oc1ccccc1"	1
"mefeclorazine"	"COc1ccc(CCN2CCN(c3ccccc3Cl)CC2)cc1OC"	1
"menitrazepam"	"CN1C(=O)CN=C(C2=CCCCC2)c2cc([N+](=O)[O-])ccc21"	1
"mephenytoin"	"CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O"	1
"mephobarbital (methylphenobarbital)"	"CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O"	1
"mepiprazole"	"Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1"	1
"meprednisone"	"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3C(=O)C[C@@]2(C)[C@@]1(O)C(=O)CO"	1
"meprobamate"	"CCCC(C)(COC(N)=O)COC(N)=O"	1
"metaclazepam"	"COC[C@H]1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C"	1
"metamfepramone"	"C[C@H](C(=O)c1ccccc1)N(C)C"	1
"metapramine"	"CN[C@H]1Cc2ccccc2N(C)c2ccccc21"	1
"metaxalone"	"Cc1cc(C)cc(OC[C@H]2CNC(=O)O2)c1"	1
"metazocine"	"C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C"	1
"metetoin"	"CC[C@@]1(c2ccccc2)C(=O)NC(=O)N1C"	1
"methadone  (levomethadone)"	"CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1"	1
"methaqualone"	"Cc1ccccc1-n1c(C)nc2ccccc2c1=O"	1
"methastyridone"	"CC1(C)NC(=O)[C@H](C=Cc2ccccc2)O1"	1
"methiomeprazine (levometiomeprazine)"	"CSc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2"	1
"methopromazine"	"COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2"	1
"methsuximide (mesuximide)"	"CN1C(=O)C[C@](C)(c2ccccc2)C1=O"	1
"methylphenidate"	"COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1"	1
"methylprednisolone"	"C[C@H]1C[C@H]2[C@H]3CC[C@@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@H]2[C@@]2(C)C=CC(=O)C=C12"	1
"methylprednisolone-aceponate"	"CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@H]3C[C@H](C)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"methylprednisolone-acetate"	"CC(=O)OCC(=O)[C@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C"	1
"methyprylon"	"CCC1(CC)C(=O)NC[C@H](C)C1=O"	1
"metitepine (methiothepin)"	"CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2"	1
"metomidate"	"COC(=O)c1cncn1[C@H](C)c1ccccc1"	1
"mexiletine"	"Cc1cccc(C)c1OC[C@H](C)N"	1
"mezepine"	"CNCCCN1Cc2ccccc2Cc2ccccc21"	1
"midazolam (midazolammaleate)"	"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2"	1
"milenperone"	"O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc32)CC1"	1
"milipertine"	"COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC"	1
"milnacipran"	"CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1CN"	1
"mindoperone"	"COc1ccc2c(C3CCN(CCCC(=O)c4ccc(F)cc4)CC3)c(C)[nH]c2c1"	1
"mirfentanil"	"O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1"	1
"modaline"	"Cc1nccnc1N1CCCCC1"	1
"mofegiline"	"NCC(=CF)CCc1ccc(F)cc1"	1
"molindone"	"CCc1c(C)[nH]c2c1C(=O)[C@H](CN1CCOCC1)CC2"	1
"nafenodone (dexnafenodone)"	"CN(C)CC[C@]1(c2ccccc2)CCc2ccccc2C1=O"	1
"naloxone"	"C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"	1
"napitane"	"c1ccc([C@H]2CCN(C[C@H]3CCCc4c3ccc3c4OCO3)C2)cc1"	1
"naranol"	"C[C@H]1CN(C)C[C@H]2Cc3c(ccc4ccccc34)O[C@@]12O"	1
"nealbarbital"	"C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O"	1
"nebracetam"	"NC[C@@H]1CC(=O)N(Cc2ccccc2)C1"	1
"nefopam"	"CN1CCO[C@@H](c2ccccc2)c2ccccc2C1"	1
"nemonapride"	"CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl"	1
"nerisopam"	"COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2"	1
"nicodicodine"	"COc1ccc2c3c1O[C@H]1[C@H](OC(=O)c4cccnc4)CC[C@H]4[C@@H](C2)N(C)CC[C@]341"	1
"nitrazepam"	"O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1"	1
"nonaperone"	"O=C(CCCN1CC2CCC(CC2)C1)c1ccc(F)cc1"	1
"norcodeine"	"COc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]341"	1
"normethadone"	"CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1"	1
"ocfentanil"	"COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1"	1
"odapipam"	"CN1CCc2cc(Cl)c(O)cc2[C@H](c2cccc3c2OCC3)C1"	1
"olanzapine"	"Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1"	1
"opipramol"	"OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1"	1
"oxaflumazine"	"FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2"	1
"oxanamide"	"CCC[C@H]1O[C@@]1(CC)C(N)=O"	1
"oxazolam"	"C[C@H]1CN2CC(=O)Nc3ccc(Cl)cc3[C@]2(c2ccccc2)O1"	1
"oxilorphan"	"Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3"	1
"oxomemazine"	"C[C@@H](CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21"	1
"oxypertine"	"COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC"	1
"oxyridazine"	"COc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2"	1
"paracetamol (acetaminophen)"	"CC(=O)Nc1ccc(O)cc1"	1
"paramethadione"	"CC[C@@]1(C)OC(=O)N(C)C1=O"	1
"paramethasone"	"C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO"	1
"parapropamol"	"CCC(=O)Nc1ccc(O)cc1"	1
"paraxazone"	"NC(=O)CN1C(=O)COc2ccccc21"	1
"pecazine"	"CN1CCC[C@H](CN2c3ccccc3Sc3ccccc32)C1"	1
"penciclovir"	"Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1"	1
"pentamoxane"	"CC(C)CCNC[C@H]1COc2ccccc2O1"	1
"pentobarbital"	"CCC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O"	1
"pentylenetetrazole (pentetrazol)"	"C1CCc2nnnn2CC1"	1
"periciazine"	"N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2"	1
"perimetazine"	"COc1ccc2c(c1)N(C[C@H](C)CN1CCC(O)CC1)c1ccccc1S2"	1
"perisoxal"	"O[C@@H](CN1CCCCC1)c1cc(-c2ccccc2)on1"	1
"perlapine"	"CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1"	1
"phacetoperane"	"CC(=O)O[C@@H](c1ccccc1)[C@H]1CCCCN1"	1
"phenaglycodol"	"CC(C)(O)[C@@](C)(O)c1ccc(Cl)cc1"	1
"phencyclidine"	"c1ccc(C2(N3CCCCC3)CCCCC2)cc1"	1
"phendimetrazine"	"C[C@@H]1[C@H](c2ccccc2)OCCN1C"	1
"phenelzine"	"NNCCc1ccccc1"	1
"pheniprazine"	"C[C@@H](Cc1ccccc1)NN"	1
"phenobarbital"	"CCC1(c2ccccc2)C(=O)NC(=O)NC1=O"	1
"phenomorphan"	"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccccc1)CC3"	1
"phenprobamate"	"NC(=O)OCCCc1ccccc1"	1
"pimethixene"	"CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1"	1
"piminodine"	"CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1"	1
"pinazepam"	"C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21"	1
"pinoxepin"	"OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1"	1
"pipotiazine"	"CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2"	1
"pipradrol"	"OC(c1ccccc1)(c1ccccc1)[C@H]1CCCCN1"	1
"piribedil"	"c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1"	1
"pizotifen"	"CN1CCC(=C2c3ccccc3CCc3sccc32)CC1"	1
"prazepam"	"O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1"	1
"prazepine"	"CN(C)CCCN1Cc2ccccc2Cc2ccccc21"	1
"prednisolone"	"C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO"	1
"prednisolone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"prednisolone-hemisuccinate"	"C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)COC(=O)CCC(=O)O"	1
"prednival"	"CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"pregnanolone (Eltanolone)"	"CC(=O)[C@H]1CC[C@H]2[C@H]3CC[C@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@@]12C"	1
"premazepam"	"Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1"	1
"prideperone"	"COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1"	1
"primidone"	"CCC1(c2ccccc2)C(=O)NCNC1=O"	1
"procinonide"	"CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C"	1
"profexalone"	"CCCNC(=O)N1C[C@H](c2ccccc2)OC1=O"	1
"promazine"	"CN(C)CCCN1c2ccccc2Sc2ccccc21"	1
"promethazine"	"C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C"	1
"propiomazine"	"CCC(=O)c1ccc2c(c1)N(C[C@H](C)N(C)C)c1ccccc1S2"	1
"propoxate"	"CCCOC(=O)c1cncn1[C@H](C)c1ccccc1"	1
"prosulpride"	"CCCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC"	1
"prothipendyl"	"CN(C)CCCN1c2ccccc2Sc2cccnc21"	1
"protriptyline (protriptylene)"	"CNCCCC1c2ccccc2C=Cc2ccccc21"	1
"pyrithyldione"	"CCC1(CC)C(=O)C=CNC1=O"	1
"pyrovalerone"	"CCC[C@H](C(=O)c1ccc(C)cc1)N1CCCC1"	1
"quazepam"	"Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21"	1
"quinupramine"	"c1ccc2c(c1)CCc1ccccc1N2[C@@H]1CN2CCC1CC2"	1
"ralitoline"	"Cc1cccc(Cl)c1NC(=O)/C=C1/SCC(=O)N1C"	1
"razobazam"	"Cc1n[nH]c2c1N(c1ccccc1)C(=O)CC(=O)N2C"	1
"reboxetine"	"CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1CNCCO1"	1
"remoxipride"	"CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC"	1
"revospirone"	"O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2ncccn2)CC1"	1
"rilapine"	"CN1CCN(C2=Cc3cc(Cl)ccc3/C(=C/C#N)c3ccccc32)CC1"	1
"riluzole"	"Nc1nc2ccc(OC(F)(F)F)cc2s1"	1
"roflurane"	"COC(F)(F)[C@@H](F)Br"	1
"roletamide"	"COc1cc(C(=O)C=CN2CC=CC2)cc(OC)c1OC"	1
"rolziracetam"	"O=C1CCC2CCC(=O)N12"	1
"ropizine"	"Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1"	1
"rufinamide"	"NC(=O)c1cn(Cc2c(F)cccc2F)nn1"	1
"sabeluzole"	"CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)cc2)CC1"	1
"secobarbital"	"C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O"	1
"seproxetine"	"NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1"	1
"sertraline"	"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21"	1
"setoperone"	"Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2"	1
"sipatrigine"	"CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1"	1
"spiclamine"	"Clc1ccc([C@H]2[C@H]3CC[C@@H](C3)[C@@]23CCC(N2CCOCC2)=N3)cc1"	1
"spiroxatrine"	"O=C1NCN(c2ccccc2)C12CCN(C[C@H]1COc3ccccc3O1)CC2"	1
"sufentanil"	"CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1"	1
"sulazepam"	"CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21"	1
"sulfamethoxazole"	"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"	1
