Smiles_unify,Smiles,value,source,concentration,spec,property
C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,98.3,CHEMBL4612399,,Human,ppb
CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)[C@@H](O)[C@H](O)C=C4)nc2c1,CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)[C@@H](O)[C@H](O)C=C4)nc2c1,87.2,CHEMBL4378673,,Human,ppb
CN(c1ccccc1)c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O,CN(c1ccccc1)c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O,99.9,CHEMBL4193847,,Human,ppb
Cc1ccc(NC(=O)c2ccc(P(=O)(O)O)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(P(=O)(O)O)cc2)cc1Nc1nccc(-c2cccnc2)n1,97.9,CHEMBL4618342,,Human,ppb
COCCOc1cc(NC(=O)N2CCCc3cc(CO)c(C=O)nc32)ncc1C#N,COCCOc1cc(NC(=O)N2CCCc3cc(CO)c(C=O)nc32)ncc1C#N,98.0,CHEMBL4723219,5 uM,Human Plasma,ppb
CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,98.6,CHEMBL4678060,,Human,ppb
Nc1ncccc1Nc1ncnc2ccc(-c3cccc(N4CCOCC4)c3)cc12,Nc1ncccc1Nc1ncnc2ccc(-c3cccc(N4CCOCC4)c3)cc12,95.0,CHEMBL4140735,,Human,ppb
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n([C@@H](C)C(F)(F)F)c2=O)nc1,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n([C@@H](C)C(F)(F)F)c2=O)nc1,97.0,CHEMBL4679768,1 uM,Human,ppb
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(C(C)C)c2=O)nc1,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(C(C)C)c2=O)nc1,93.0,CHEMBL4679768,1 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccncc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccncc43)C[C@@H]21,96.6,CHEMBL4843276,5 uM,Human,ppb
C=CCc1c(C)nc2c(-c3ccccc3)cnn2c1NCc1ccccn1,C=CCc1c(C)nc2c(-c3ccccc3)cnn2c1NCc1ccccn1,99.9,CHEMBL4828389,,Human,ppb
COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(C(=O)CO)CC3)cc12,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(C(=O)CO)CC3)cc12,97.3,CHEMBL4836679,,Human,ppb
COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN([C@H]4CC[C@H](CC(=O)O)CC4)CC3)cc12,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN([C@H]4CC[C@H](CC(=O)O)CC4)CC3)cc12,96.3,CHEMBL4836679,,Human,ppb
O=C(Nc1c(F)c(F)c(-c2ccccc2)c(F)c1F)c1c(O)nn2ccccc12,O=C(Nc1c(F)c(F)c(-c2ccccc2)c(F)c1F)c1c(O)nn2ccccc12,99.1,CHEMBL5053604,50 uM,Human Serum,ppb
COc1cccc(-c2c(F)c(F)c(NC(=O)c3c(O)nn4ccccc34)c(F)c2F)c1,COc1cccc(-c2c(F)c(F)c(NC(=O)c3c(O)nn4ccccc34)c(F)c2F)c1,99.95,CHEMBL5053604,50 uM,Human Serum,ppb
Nc1cc(Cc2ccn(Cc3cccc(C4CCNCC4)c3)n2)c2nn[nH]c2n1,Nc1cc(Cc2ccn(Cc3cccc(C4CCNCC4)c3)n2)c2nn[nH]c2n1,80.0,CHEMBL4812321,,Human,ppb
Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ncccn4)ccc32)cn1,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ncccn4)ccc32)cn1,98.3,CHEMBL4629746,,Human,ppb
Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,96.4,CHEMBL4236966,1 ug/ml,Human Plasma,ppb
c1cc2c3c(c1)C1(CCC1)CN3CCNC2,c1cc2c3c(c1)C1(CCC1)CN3CCNC2,79.1,CHEMBL4617382,,Human,ppb
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6sc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6sc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,98.5,CHEMBL4315698,10 uM,Human Plasma,ppb
O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,97.6,CHEMBL4629746,,Human,ppb
Cc1cc2c(Nc3cnccn3)ccnc2cc1-c1cnc(N2CCN(C)CC2)nc1,Cc1cc2c(Nc3cnccn3)ccnc2cc1-c1cnc(N2CCN(C)CC2)nc1,97.0,CHEMBL4373163,,Human,ppb
Cc1c(-c2cnc(N3CCN(C)CC3)nc2)ccc2c(Nc3cnccn3)ccnc12,Cc1c(-c2cnc(N3CCN(C)CC3)nc2)ccc2c(Nc3cnccn3)ccnc12,97.0,CHEMBL4373163,,Human,ppb
CCNC(=O)CC1CN(c2ccc(Cl)cc2)c2ccccc2-n2c(C)nnc21,CCNC(=O)CC1CN(c2ccc(Cl)cc2)c2ccccc2-n2c(C)nnc21,91.0,CHEMBL4716991,,Human,ppb
CCNC(=O)Nc1cc(Nc2ccc(OC)cc2)c(C(=O)Nc2cccnc2)cn1,CCNC(=O)Nc1cc(Nc2ccc(OC)cc2)c(C(=O)Nc2cccnc2)cn1,97.2,CHEMBL4386905,,Human,ppb
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,98.8,CHEMBL4616790,,Human,ppb
COCCn1cc(-c2[nH]c3c(C#N)cnn3c(=O)c2C(C)C)cn1,COCCn1cc(-c2[nH]c3c(C#N)cnn3c(=O)c2C(C)C)cn1,96.7,CHEMBL4427149,,Human,ppb
CC(C)c1c(-c2cnn(C)c2)[nH]c2c(C#N)cnn2c1=O,CC(C)c1c(-c2cnn(C)c2)[nH]c2c(C#N)cnn2c1=O,98.9,CHEMBL4427149,,Human,ppb
COC[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,COC[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,98.5,CHEMBL4705933,,Human,ppb
CO[C@@H](C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,CO[C@@H](C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,96.2,CHEMBL4705933,,Human,ppb
C[C@H](Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1-c1ccc(F)cc1,C[C@H](Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1-c1ccc(F)cc1,98.86,CHEMBL4724152,5 uM,Human,ppb
Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,99.0,CHEMBL4707520,,Human,ppb
N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(C(=O)O)c2)s1,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(C(=O)O)c2)s1,99.2,CHEMBL4346501,10 uM,Human,ppb
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,98.0,CHEMBL4610172,,Human,ppb
C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)C(=O)N1CC[C@H](F)C1,C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)C(=O)N1CC[C@H](F)C1,76.0,CHEMBL4385834,,Human,ppb
Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,90.0,CHEMBL4253812,10 uM,Human Plasma,ppb
C[C@@H](c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21,C[C@@H](c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21,78.0,CHEMBL4706255,,Human,ppb
O=C(N[C@H]1CCN(CC2(F)CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,O=C(N[C@H]1CCN(CC2(F)CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,89.0,CHEMBL4706366,,Human,ppb
COc1cc2nccc(Oc3ccc(C(=O)Nc4ccccn4)cc3)c2cc1NC(=O)C#CCCN1CCOCC1,COc1cc2nccc(Oc3ccc(C(=O)Nc4ccccn4)cc3)c2cc1NC(=O)C#CCCN1CCOCC1,97.9,CHEMBL4726202,,Human,ppb
COc1cc(OCc2ccnc(N)n2)cc2sc(N[C@@H]3CCCC[C@H]3O)nc12,COc1cc(OCc2ccnc(N)n2)cc2sc(N[C@@H]3CCCC[C@H]3O)nc12,77.1,CHEMBL4728946,5 uM,Human Plasma,ppb
CC1(C)Cc2c(c(C(=O)Nc3ccc(C(F)(F)F)cc3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,CC1(C)Cc2c(c(C(=O)Nc3ccc(C(F)(F)F)cc3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,99.2,CHEMBL4181313,10 uM,Human,ppb
CCN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N5CCN(CC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)c6ccc(-c7scnc7C)cc6)C(C)(C)C)CC5)nc4)cc23)c1F,CCN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N5CCN(CC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)c6ccc(-c7scnc7C)cc6)C(C)(C)C)CC5)nc4)cc23)c1F,96.0,CHEMBL5109253,0.5 mg/ml,Human,ppb
CN1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(C#N)cc5)cnc4cn3)cc2)CC1,CN1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(C#N)cc5)cnc4cn3)cc2)CC1,98.4,CHEMBL4189510,1 mM,Human Plasma,ppb
Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)CC2C,Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)CC2C,97.0,CHEMBL4716991,,Human,ppb
CCCC[C@@H](CCO)Nc1nc(N)ncc1OC,CCCC[C@@H](CCO)Nc1nc(N)ncc1OC,20.0,CHEMBL4429246,5 uM,Human,ppb
CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,98.0,CHEMBL4415877,2 uM,Human Plasma,ppb
NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,51.0,CHEMBL4845168,5 uM,Human,ppb
O=C(CN1CCCCC1)Nc1ccc2oc(-c3ccco3)nc2c1,O=C(CN1CCCCC1)Nc1ccc2oc(-c3ccco3)nc2c1,83.0,CHEMBL4253812,10 uM,Human Plasma,ppb
CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@H]1[C@@H]2CN(C3COC3)C[C@@H]21,CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@H]1[C@@H]2CN(C3COC3)C[C@@H]21,84.0,CHEMBL4120234,,Human,ppb
O=C(O)CCc1cc(F)c(OCc2c(-c3ccc(Cl)cc3F)nsc2C(F)(F)F)c(F)c1,O=C(O)CCc1cc(F)c(OCc2c(-c3ccc(Cl)cc3F)nsc2C(F)(F)F)c(F)c1,99.87,CHEMBL4134160,,Human,ppb
c1cc(Nc2ncnc3ccc(-c4nccc(N5CCOCC5)n4)cc23)ccn1,c1cc(Nc2ncnc3ccc(-c4nccc(N5CCOCC5)n4)cc23)ccn1,97.0,CHEMBL4140735,,Human,ppb
O=C(Nc1cc2sc(N3CCOCC3)nc2cc1N1CCC(CO)CC1)c1cnn2cccnc12,O=C(Nc1cc2sc(N3CCOCC3)nc2cc1N1CCC(CO)CC1)c1cnn2cccnc12,98.0,CHEMBL4359947,5 uM,Human,ppb
Cn1nc(O)c(C(=O)Nc2c(F)c(F)c(-c3ccccc3)c(F)c2F)n1,Cn1nc(O)c(C(=O)Nc2c(F)c(F)c(-c3ccccc3)c(F)c2F)n1,99.51,CHEMBL4137394,,Human Serum,ppb
Cc1c(C(=O)Nc2ccccc2)sc(N)c1C(N)=O,Cc1c(C(=O)Nc2ccccc2)sc(N)c1C(N)=O,86.0,CHEMBL4413189,5 uM,Human Plasma,ppb
Cc1cn(-c2c(Cl)cccc2Cl)c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,Cc1cn(-c2c(Cl)cccc2Cl)c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,97.3,CHEMBL4844307,,Human,ppb
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@](C)(O)CC2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@](C)(O)CC2,53.0,CHEMBL4844307,,Human,ppb
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,99.0,CHEMBL4621466,,Human,ppb
CCP(=O)(OC)c1ccc2oc(-c3ccc(F)cc3)nc2c1,CCP(=O)(OC)c1ccc2oc(-c3ccc(F)cc3)nc2c1,88.0,CHEMBL4621466,,Human,ppb
CCP(=O)(O)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,CCP(=O)(O)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,99.0,CHEMBL4621466,,Human,ppb
CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(OC)c3)C2)n1,CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(OC)c3)C2)n1,96.7,CHEMBL4426347,,Human,ppb
Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl,Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl,99.1,CHEMBL4623874,,Human,ppb
Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2C(=O)O)CC1,Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2C(=O)O)CC1,75.0,CHEMBL5033204,,Human,ppb
CC(=O)N1CCN(c2ccc(NC(=O)Cc3cnc(-c4ccnc(F)c4)c(C)c3)nc2)CC1,CC(=O)N1CCN(c2ccc(NC(=O)Cc3cnc(-c4ccnc(F)c4)c(C)c3)nc2)CC1,95.0,CHEMBL4427433,,Human Plasma,ppb
Cc1nc2c(-c3ccccc3)cnn2c(NCc2ccccn2)c1C,Cc1nc2c(-c3ccccc3)cnn2c(NCc2ccccn2)c1C,99.8,CHEMBL4828389,,Human,ppb
Cc1nc2c(-c3ccc(F)cc3)cnn2c(NCc2ccccn2)c1Cl,Cc1nc2c(-c3ccc(F)cc3)cnn2c(NCc2ccccn2)c1Cl,99.5,CHEMBL4828389,,Human,ppb
O=C1c2c(O)c(=O)ccn2N(C(c2ccccc2)c2ccccc2)[C@@H]2COCCN12,O=C1c2c(O)c(=O)ccn2N(C(c2ccccc2)c2ccccc2)[C@@H]2COCCN12,96.7,CHEMBL4626811,1 uM,Human Plasma,ppb
Cc1cc(-c2ccc(C(F)(F)F)cn2)[nH]c1C(=O)N[C@@H](CN)c1ncc(CO)s1,Cc1cc(-c2ccc(C(F)(F)F)cn2)[nH]c1C(=O)N[C@@H](CN)c1ncc(CO)s1,99.2,CHEMBL4404455,5 uM,Human Plasma,ppb
Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(Cl)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2C(F)(F)F)n1,Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(Cl)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2C(F)(F)F)n1,94.7,CHEMBL5126299,10 uM,Human Serum,ppb
CCn1ncc2c(F)cc(-c3ccc(C(/C=C4\OC(=O)NC4=O)(CC)CC)c(=O)[nH]3)cc21,CCn1ncc2c(F)cc(-c3ccc(C(/C=C4\OC(=O)NC4=O)(CC)CC)c(=O)[nH]3)cc21,99.89,CHEMBL4689789,,Human,ppb
Cc1ccc2c(c1)C(=O)N1CCCC[C@H]1c1cc3nc([C@H]4C[C@H](O)C4)cc(n3n1)N(C)CCNC(=O)CO2,Cc1ccc2c(c1)C(=O)N1CCCC[C@H]1c1cc3nc([C@H]4C[C@H](O)C4)cc(n3n1)N(C)CCNC(=O)CO2,88.8,CHEMBL4705575,1 ug/ml,Human Plasma,ppb
CC(C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1,CC(C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1,98.7,CHEMBL4703209,1 uM,Human,ppb
Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)CC2,Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)CC2,95.0,CHEMBL4716991,,Human,ppb
Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(Cl)cc1)C[C@H]2C,Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(Cl)cc1)C[C@H]2C,98.0,CHEMBL4716991,,Human,ppb
Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,66.6,CHEMBL5055753,,Human,ppb
NCc1cc(-c2cccc(C(=O)Nc3ccccc3CC(=O)O)c2)ccc1Cl,NCc1cc(-c2cccc(C(=O)Nc3ccccc3CC(=O)O)c2)ccc1Cl,97.9,CHEMBL4729957,5 uM,Human,ppb
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,33.0,CHEMBL4676159,1 uM,Human Plasma,ppb
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(CNC(=O)CCCCOCCCCOCCCCOc5cc(-c6scnc6C)ccc5CNC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H](C(C)C)N5Cc6ccccc6C5=O)cc4)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(CNC(=O)CCCCOCCCCOCCCCOc5cc(-c6scnc6C)ccc5CNC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H](C(C)C)N5Cc6ccccc6C5=O)cc4)cc23)c1F,96.0,CHEMBL5109253,0.5 mg/ml,Human,ppb
O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2,98.0,CHEMBL4817492,,Human,ppb
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)no1,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)no1,96.5,CHEMBL4689007,1 ug/ml,Human,ppb
C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#C[C@@H]3[C@H]4CN(C=O)C[C@@H]34)cc2)on1,C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#C[C@@H]3[C@H]4CN(C=O)C[C@@H]34)cc2)on1,72.5,CHEMBL4689007,1 ug/ml,Human,ppb
COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CCN2CCCCC2)CC(=O)NC2CCC2)nn1C1CCCC1,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CCN2CCCCC2)CC(=O)NC2CCC2)nn1C1CCCC1.Cl,91.0,CHEMBL4823550,10 uM,Human Plasma,ppb
CC(C)NCC(O)COc1cccc2ccccc12,CC(C)NCC(O)COc1cccc2ccccc12,61.0,CHEMBL4823550,10 uM,Human Plasma,ppb
Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,79.0,CHEMBL4809372,10 uM,Human,ppb
CCOC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2sc(C)nc12,CCOC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2sc(C)nc12,2.5,CHEMBL4667675,,Human,ppb
Cc1c(-c2ccc3nonc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc3nonc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,3.0,CHEMBL4700466,,Human,ppb
Cc1c(-c2ccc3[nH]cnc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc3[nH]cnc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,4.7,CHEMBL4700466,,Human,ppb
C[C@@H](NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccc1,C[C@@H](NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccc1,98.4,CHEMBL4706366,,Human,ppb
O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,88.4,CHEMBL4706366,,Human,ppb
O=C(N[C@H]1CCN(C2CCCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,O=C(N[C@H]1CCN(C2CCCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,86.2,CHEMBL4706366,,Human,ppb
O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.8,CHEMBL4715125,,Human Serum,ppb
COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,95.78,CHEMBL4150475,2 uM,Human Plasma,ppb
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,90.0,CHEMBL4687701,,Human Plasma,ppb
CNC1(c2ccccc2Cl)CCCCC1=O,CNC1(c2ccccc2Cl)CCCCC1=O,12.0,CHEMBL4687780,,Human,ppb
O=C(O)CNC(=O)C1=C(O)CCN(Cc2ccc(-c3ccccc3)cc2)C1=O,O=C(O)CNC(=O)C1=C(O)CCN(Cc2ccc(-c3ccccc3)cc2)C1=O,98.9,CHEMBL4122059,1 ug/ml,Human Serum,ppb
C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,99.7,CHEMBL4679368,,Human,ppb
CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)nn1)c1ccc(F)cc1,CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)nn1)c1ccc(F)cc1,8.0,CHEMBL4845168,5 uM,Human,ppb
CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,CC(C)(CNc1ccc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,1.0,CHEMBL4845168,5 uM,Human,ppb
O=C(O)c1c(F)ccc2c1OB(O)[C@@H]1C[C@H]21,O=C(O)c1c(F)ccc2c1OB(O)[C@@H]1C[C@H]21,96.0,CHEMBL4617776,,Human,ppb
Cc1cn2cc(-c3cc4ccc(N5CCN(C)CC5)cc4oc3=O)nc2c(C)n1,Cc1cn2cc(-c3cc4ccc(N5CCN(C)CC5)cc4oc3=O)nc2c(C)n1,97.0,CHEMBL4478618,,Human,ppb
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNCC5)ccc4n3)cc2c(C)n1,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNCC5)ccc4n3)cc2c(C)n1,70.0,CHEMBL4478618,,Human,ppb
