,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
10597,CHEMBL2448709,CN1CCC(NCC(O)COc2ccc3cc(Br)ccc3c2)CC1,IC50,'=',17000.0,nM,CHEMBL2448770,DNDI: CYP Inhibition,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
10599,CHEMBL2448720,O=C(C1CC1)N(Cc1cccnc1)c1cncc(-c2nc3ccccc3s2)c1,IC50,'=',1120.0,nM,CHEMBL2448771,DNDI: Human CYP3A4 inhibition determined using 6b-hydroxylation of testosterone,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
10600,CHEMBL2448722,CC(=O)N(Cc1cccnc1)c1ccc(-c2nc3ccccc3s2)cc1,IC50,'=',2900.0,nM,CHEMBL2448771,DNDI: Human CYP3A4 inhibition determined using 6b-hydroxylation of testosterone,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
10601,CHEMBL2448723,CCS(=O)(=O)N(Cc1cccnc1)c1cncc(-c2nc3ccccc3s2)c1,IC50,'=',1040.0,nM,CHEMBL2448771,DNDI: Human CYP3A4 inhibition determined using 6b-hydroxylation of testosterone,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
10602,CHEMBL2448729,CO/N=C(\C)c1ccc(-n2ccnc2)c(NC(=O)c2sc(-c3ccccc3)nc2C)c1,IC50,'<',1000.0,nM,CHEMBL2448771,DNDI: Human CYP3A4 inhibition determined using 6b-hydroxylation of testosterone,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
10603,CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,IC50,'>',25000.0,nM,CHEMBL3118925,Inhibition of human CYP1A2,A,BAO_0000357,single protein format,CHEMBL3112589,Scientific Literature,Bioorg Med Chem Lett,2014.0
10605,CHEMBL2425148,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3nnc(S)n3C)cc2)cc1,IC50,'>',10000.0,nM,CHEMBL2429616,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424535,Scientific Literature,Bioorg Med Chem Lett,2013.0
10606,CHEMBL2425161,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(OCc4ccccc4)nc3)cc2)cc1,IC50,'>',10000.0,nM,CHEMBL2429618,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424535,Scientific Literature,Bioorg Med Chem Lett,2013.0
10607,CHEMBL2425157,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(N)nc3)cc2)cc1,IC50,'>',10000.0,nM,CHEMBL2429618,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424535,Scientific Literature,Bioorg Med Chem Lett,2013.0
10608,CHEMBL1327969,O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,IC50,'>',10000.0,nM,CHEMBL2421793,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2417497,Scientific Literature,Eur J Med Chem,2013.0
10609,CHEMBL3121095,O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)[C@H]2C[C@@H]12,IC50,'>',30000.0,nM,CHEMBL3123345,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3120141,Scientific Literature,Bioorg Med Chem Lett,2014.0
10610,CHEMBL1934523,COCCCS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1,IC50,'>',40000.0,nM,CHEMBL1936406,Inhibition of CYP2C19,A,BAO_0000357,single protein format,CHEMBL1932985,Scientific Literature,Bioorg Med Chem Lett,2012.0
10611,CHEMBL3604713,Cc1cc(NCc2ccccc2C(F)(F)F)c2cccc(C(N)=O)c2n1,IC50,'=',12589.25,nM,CHEMBL3607753,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3603832,Scientific Literature,J Med Chem,2015.0
10612,CHEMBL2448713,CN(C)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,IC50,'=',10000.0,nM,CHEMBL2448771,DNDI: Human CYP3A4 inhibition determined using 6b-hydroxylation of testosterone,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
10613,CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,IC50,'=',52.0,nM,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,BAO_0000251,microsome format,CHEMBL1145461,Scientific Literature,J Med Chem,2007.0
10615,CHEMBL357995,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,IC50,'=',5476.4,nM,CHEMBL1909136,"DRUGMATRIX: CYP450, 2D6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,BAO_0000219,cell-based format,CHEMBL1909046,DrugMatrix,,
10616,CHEMBL3623127,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,IC50,'>',40000.0,nM,CHEMBL3624808,Inhibition of human CYP2B6,A,BAO_0000357,single protein format,CHEMBL3621143,Scientific Literature,ACS Med Chem Lett,2015.0
10618,CHEMBL3087040,COc1cc(-c2ccnc(C)c2)ccc1NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,IC50,'=',1900.0,nM,CHEMBL3088767,Inhibition of CYP2D6 (unknown origin) after 10 mins,A,BAO_0000357,single protein format,CHEMBL3085750,Scientific Literature,Bioorg Med Chem Lett,2013.0
10619,CHEMBL3087339,Cc1cc(-c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)ccn1,IC50,'>',27000.0,nM,CHEMBL3088768,Inhibition of CYP3A4 (unknown origin) after 5 mins,A,BAO_0000357,single protein format,CHEMBL3085750,Scientific Literature,Bioorg Med Chem Lett,2013.0
10620,CHEMBL3087042,CCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,IC50,'=',12200.0,nM,CHEMBL3088768,Inhibition of CYP3A4 (unknown origin) after 5 mins,A,BAO_0000357,single protein format,CHEMBL3085750,Scientific Literature,Bioorg Med Chem Lett,2013.0
10621,CHEMBL197212,C(#Cc1ccccn1)C1=CC(Nc2cccnc2)CCC1,IC50,'=',3418.0,nM,CHEMBL880627,Inhibitory concentration against CYP1A2 using recombinant CYP450 under Gentest-based protocol,A,BAO_0000357,single protein format,CHEMBL1140392,Scientific Literature,Bioorg Med Chem Lett,2005.0
10622,CHEMBL3645217,O=C(O)CCC(=O)Nc1ccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)cc1,IC50,'=',5340.0,nM,CHEMBL3705052,Inhibition Assay: Inhibition assay using P450 CYP enzymes.,B,BAO_0000357,single protein format,CHEMBL3638998,BindingDB Database,,2013.0
10624,CHEMBL2431173,CC1(NC(=O)c2ccc(C#Cc3cccc(F)c3)cn2)COC1,IC50,'>',30000.0,nM,CHEMBL2433907,Inhibition of human CYP3A4,A,BAO_0000357,single protein format,CHEMBL2429814,Scientific Literature,J Med Chem,2013.0
10625,CHEMBL2425605,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,IC50,'=',3600.0,nM,CHEMBL2427043,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424550,Scientific Literature,Bioorg Med Chem Lett,2013.0
10626,CHEMBL2425600,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,IC50,'=',100.0,nM,CHEMBL2427043,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424550,Scientific Literature,Bioorg Med Chem Lett,2013.0
10627,CHEMBL364713,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,IC50,'=',400.3,nM,CHEMBL1909134,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,BAO_0000219,cell-based format,CHEMBL1909046,DrugMatrix,,
10630,CHEMBL2206278,CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,IC50,'>',40000.0,nM,CHEMBL2213399,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL2203000,Scientific Literature,ACS Med Chem Lett,2012.0
10632,CHEMBL1209476,CC(C)CC1n2cncc2CN(Cc2ccc(F)cc2)S1(=O)=O,IC50,'=',2.5,nM,CHEMBL1211863,Inhibition of human recombinant CYP11B2 by cell-based assay,B,BAO_0000219,cell-based format,CHEMBL1208751,Scientific Literature,Bioorg Med Chem Lett,2010.0
10633,CHEMBL1668909,CCOC(=O)c1sc2cnccc2c1Nc1ccc2c(c1)CC/C2=N/O,IC50,'=',50.0,nM,CHEMBL1671060,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1667771,Scientific Literature,Bioorg Med Chem Lett,2011.0
10634,CHEMBL4250903,CCCCN1CCN(c2ccc(S(=O)(=O)Nc3ccccc3OC)cc2)C1=O,IC50,'=',1600.0,nM,CHEMBL4236847,Antiproliferative activity against CYP1A1 expressing human MCF7 cells after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,CHEMBL4229564,Scientific Literature,Bioorg Med Chem,2018.0
10635,CHEMBL4237255,CS(=O)(=O)c1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,IC50,'=',6400.0,nM,CHEMBL4235307,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4229506,Scientific Literature,Bioorg Med Chem Lett,2018.0
10636,CHEMBL2013053,O=C(C1CC1)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,IC50,'>',30000.0,nM,CHEMBL2014284,Inhibition of CYP2C19,A,BAO_0000357,single protein format,CHEMBL2010741,Scientific Literature,Bioorg Med Chem Lett,2012.0
10637,CHEMBL2013051,CC(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,IC50,'>',30000.0,nM,CHEMBL2014285,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL2010741,Scientific Literature,Bioorg Med Chem Lett,2012.0
10638,CHEMBL1397,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,IC50,'=',150.0,nM,CHEMBL4331639,Inhibition of CYP3A4 in human liver microsomes by LC-MS/MS analysis,A,BAO_0000251,microsome format,CHEMBL4330084,Scientific Literature,Eur J Med Chem,2019.0
10640,CHEMBL4517101,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CN)cc1F,IC50,'=',1600.0,nM,CHEMBL4322945,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4321813,Scientific Literature,J Med Chem,2019.0
10643,CHEMBL4168975,Nc1oncc1-n1cccn1,IC50,'>',10000.0,nM,CHEMBL4149717,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4145589,Scientific Literature,ACS Med Chem Lett,2018.0
10644,CHEMBL4166624,Nc1oncc1-n1cc(F)cn1,IC50,'>',10000.0,nM,CHEMBL4149719,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4145589,Scientific Literature,ACS Med Chem Lett,2018.0
10645,CHEMBL4164781,Cc1ccc(C#CCN)cn1.Cl.Cl,IC50,'=',5500.0,nM,CHEMBL4150900,Inhibition of CYP2A6 in human liver microsomes using coumarin as substrate preincubated for 5 mins followed by addition of NADPH-regenerating system and measured after 15 mins by UPLC-MS analysis,A,BAO_0000251,microsome format,CHEMBL4145649,Scientific Literature,J Med Chem,2018.0
10646,CHEMBL4164142,Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cccnc2)s1,IC50,'=',460.0,nM,CHEMBL4150900,Inhibition of CYP2A6 in human liver microsomes using coumarin as substrate preincubated for 5 mins followed by addition of NADPH-regenerating system and measured after 15 mins by UPLC-MS analysis,A,BAO_0000251,microsome format,CHEMBL4145649,Scientific Literature,J Med Chem,2018.0
10647,CHEMBL3892956,Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(O)cc4)[C@H](F)C3)C2=O)cc1,IC50,'>',18000.0,nM,CHEMBL4149894,Inhibition of CYP2C19 in human liver microsomes,A,BAO_0000251,microsome format,CHEMBL4145597,Scientific Literature,ACS Med Chem Lett,2018.0
10650,CHEMBL2047188,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(Cl)c(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Cl)cc3)cc2)[nH]1)C(C)C,IC50,'>',100000.0,nM,CHEMBL2050707,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL2046362,Scientific Literature,Bioorg Med Chem Lett,2012.0
10651,CHEMBL2437425,Nc1cc(CN2CCC(C(=O)N3CCC(n4c(=O)n(CC(F)(F)F)c5cc(F)ccc54)CC3)CC2)ccn1,IC50,'>',30000.0,nM,CHEMBL2439317,Inhibition of CYP3A4 in human liver microsomes,A,BAO_0000251,microsome format,CHEMBL2434907,Scientific Literature,Bioorg Med Chem Lett,2013.0
10658,CHEMBL2435852,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,IC50,'>',40000.0,nM,CHEMBL2439728,Inhibition of CYP2B6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2434870,Scientific Literature,J Med Chem,2013.0
10659,CHEMBL2435853,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,IC50,'>',100000.0,nM,CHEMBL2439727,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2434870,Scientific Literature,J Med Chem,2013.0
10660,CHEMBL2435853,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,IC50,'>',100000.0,nM,CHEMBL2439729,Inhibition of CYP2C8 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2434870,Scientific Literature,J Med Chem,2013.0
10661,CHEMBL2435853,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,IC50,'>',100000.0,nM,CHEMBL2439728,Inhibition of CYP2B6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2434870,Scientific Literature,J Med Chem,2013.0
10662,CHEMBL3103437,c1ccc(-c2ccc(C3(Cc4nnn[nH]4)C4CC5CC(C4)CC3C5)cc2)cc1,IC50,'>',40000.0,nM,CHEMBL3106834,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3102707,Scientific Literature,Bioorg Med Chem Lett,2014.0
10664,CHEMBL4225397,CC(=O)N[C@@H](C)/C=C/c1cnc(Oc2ccc(OCC3CC3)cc2)s1,IC50,'=',18000.0,nM,CHEMBL4224647,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10665,CHEMBL4225651,CC(=O)N[C@@H](C)/C=C/c1cnc(Oc2ccc(OC(C)C)cc2)s1,IC50,'>',20000.0,nM,CHEMBL4224647,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10666,CHEMBL4224749,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc3nc(C(C)(C)O)sc3c2Cl)nc1,IC50,'>',20000.0,nM,CHEMBL4224646,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10667,CHEMBL4224858,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nc1,IC50,'>',20000.0,nM,CHEMBL4224646,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10668,CHEMBL4226500,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2cc3sc(C)nc3cc2Cl)nc1,IC50,'>',20000.0,nM,CHEMBL4224647,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10669,CHEMBL4225124,CC(=O)N[C@@H](C)/C=C/c1nnc(Oc2ccc(OCC3CC3)cc2Cl)s1,IC50,'=',15000.0,nM,CHEMBL4224648,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10670,CHEMBL4226182,CC(=O)N[C@@H](C)/C=C/c1cnc(Oc2ccc(OCC3CC3)cc2Cl)cn1,IC50,'>',20000.0,nM,CHEMBL4224648,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10671,CHEMBL4225124,CC(=O)N[C@@H](C)/C=C/c1nnc(Oc2ccc(OCC3CC3)cc2Cl)s1,IC50,'>',20000.0,nM,CHEMBL4224647,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10672,CHEMBL4225124,CC(=O)N[C@@H](C)/C=C/c1nnc(Oc2ccc(OCC3CC3)cc2Cl)s1,IC50,'>',20000.0,nM,CHEMBL4224649,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10673,CHEMBL4226756,COC(=O)N[C@@H](C)/C=C/c1cnc(Oc2ccc(OC(C)C)cc2)s1,IC50,'>',20000.0,nM,CHEMBL4224650,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10674,CHEMBL4227288,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nn1,IC50,'=',18000.0,nM,CHEMBL4224650,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4219273,Scientific Literature,Bioorg Med Chem Lett,2018.0
10675,CHEMBL4560501,Fc1ccc2nc(-c3cncnc3)n(C3CC3)c2c1,IC50,'=',40.0,nM,CHEMBL4307089,Inhibition of human recombinant CYP11B2 using deoxycorticosterone as substrate incubated for 90 mins by cell-based HPLC analysis,B,BAO_0000219,cell-based format,CHEMBL4304781,Scientific Literature,ACS Med Chem Lett,2019.0
10676,CHEMBL4470436,CCc1ncncc1-c1nc2cc(F)c(F)cc2n1C1CC1,IC50,'=',8.0,nM,CHEMBL4307089,Inhibition of human recombinant CYP11B2 using deoxycorticosterone as substrate incubated for 90 mins by cell-based HPLC analysis,B,BAO_0000219,cell-based format,CHEMBL4304781,Scientific Literature,ACS Med Chem Lett,2019.0
10681,CHEMBL402522,Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1F,IC50,'=',1665.0,nM,CHEMBL2015356,Inhibition of human CYP11B2 expressed in hamster V79 MZ cells using [3H] 11 deoxycorticosterone as substrate by HPLC radioflow detector,B,BAO_0000219,cell-based format,CHEMBL2010745,Scientific Literature,ACS Med Chem Lett,2011.0
10682,CHEMBL2011437,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1,IC50,'=',830.0,nM,CHEMBL2015356,Inhibition of human CYP11B2 expressed in hamster V79 MZ cells using [3H] 11 deoxycorticosterone as substrate by HPLC radioflow detector,B,BAO_0000219,cell-based format,CHEMBL2010745,Scientific Literature,ACS Med Chem Lett,2011.0
10683,CHEMBL4585544,CSc1ccccc1[C@@H]1CCCN1C(=O)C(=O)NCc1ccc2c(c1)[C@H]1C[C@@H](N2)[C@H](O)CO1,IC50,'>',30000.0,nM,CHEMBL4364108,Displacement of fluorescein labelled cyclosporine A derivative from human recombinant CypD (30 to 207 residues) expressed in Escherichia coli cells incubated for 90 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,CHEMBL4359930,Scientific Literature,Bioorg Med Chem Lett,2019.0
10684,CHEMBL206096,O=C(O)c1cccc(-c2ncccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,IC50,'>',50000.0,nM,CHEMBL870679,Inhibition of CYP450 2C9,A,BAO_0000357,single protein format,CHEMBL1147700,Scientific Literature,Bioorg Med Chem Lett,2006.0
10688,CHEMBL473921,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4ccc(F)cc4)CC3)cc2)C[C@H](C)N1,IC50,'>',23000.0,nM,CHEMBL1008903,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1140927,Scientific Literature,J Med Chem,2009.0
10689,CHEMBL4515785,COc1cc(C(=O)NCCF)c2ncn(Cc3ncnc(N(C)C)c3C)c2c1,IC50,'>',50000.0,nM,CHEMBL4364029,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4359928,Scientific Literature,ACS Med Chem Lett,2019.0
10690,CHEMBL4473847,COc1ncnc(Cn2cnc3c(C(=O)NCCF)cccc32)c1C,IC50,'>',50000.0,nM,CHEMBL4364032,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4359928,Scientific Literature,ACS Med Chem Lett,2019.0
10697,CHEMBL240185,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,IC50,'>',100000.0,nM,CHEMBL903102,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1138361,Scientific Literature,J Med Chem,2007.0
10698,CHEMBL253883,CC(C1CC1)n1c(CNC(=O)[C@@H](Cc2ccccc2C(F)(F)F)NC(=O)OC(C)(C)C)nc2cccnc21,IC50,'=',860.0,nM,CHEMBL928307,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1141499,Scientific Literature,Bioorg Med Chem Lett,2008.0
10699,CHEMBL202469,CCCCCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,IC50,'=',910.0,nM,CHEMBL864308,Inhibition of CYP450 aromatase activity in SK-BR-3 cells,B,BAO_0000219,cell-based format,CHEMBL1138124,Scientific Literature,J Med Chem,2006.0
10700,CHEMBL204183,CN(c1ccc([N+](=O)[O-])cc1OC1CCCCC1)S(C)(=O)=O,IC50,'=',470.0,nM,CHEMBL864308,Inhibition of CYP450 aromatase activity in SK-BR-3 cells,B,BAO_0000219,cell-based format,CHEMBL1138124,Scientific Literature,J Med Chem,2006.0
10704,CHEMBL3775476,O=C1COc2ccc(CN3c4ccccc4COc4cc(F)ccc43)cc2N1,IC50,'=',16380.0,nM,CHEMBL3776781,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3774336,Scientific Literature,Bioorg Med Chem,2016.0
10705,CHEMBL485765,CC(=O)Nc1cc(-c2cccc(N3CCCC3)n2)nc(-n2nc(C)cc2C)n1,IC50,'>',20000.0,nM,CHEMBL950431,Inhibition of CYP3A4 in human liver microsomes by LC-MS/MS analysis,A,BAO_0000251,microsome format,CHEMBL1152277,Scientific Literature,J Med Chem,2008.0
10706,CHEMBL521223,CC(=O)Nc1cc(-c2cccc(N3CCC(O)CC3)n2)nc(-n2nc(C)cc2C)n1,IC50,'>',20000.0,nM,CHEMBL950431,Inhibition of CYP3A4 in human liver microsomes by LC-MS/MS analysis,A,BAO_0000251,microsome format,CHEMBL1152277,Scientific Literature,J Med Chem,2008.0
10707,CHEMBL2181817,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,IC50,'=',28000.0,nM,CHEMBL2185203,Inhibition of CYP2C8,A,BAO_0000357,single protein format,CHEMBL2176960,Scientific Literature,J Med Chem,2012.0
10708,CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,IC50,'=',4100.0,nM,CHEMBL2185203,Inhibition of CYP2C8,A,BAO_0000357,single protein format,CHEMBL2176960,Scientific Literature,J Med Chem,2012.0
10709,CHEMBL228133,Clc1ccc(C2(c3ccc(-c4ncnc5[nH]cnc45)cc3)CCNCC2)cc1,IC50,'>',10000.0,nM,CHEMBL919360,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1139878,Scientific Literature,J Med Chem,2007.0
10710,CHEMBL520229,CC(=O)Nc1cc(-c2cccc(N3CCOCC3)n2)nc(-n2nc(C)cc2C)n1,IC50,'>',20000.0,nM,CHEMBL950431,Inhibition of CYP3A4 in human liver microsomes by LC-MS/MS analysis,A,BAO_0000251,microsome format,CHEMBL1152277,Scientific Literature,J Med Chem,2008.0
10714,CHEMBL2170062,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,IC50,'>',10000.0,nM,CHEMBL2173614,Inhibition of CYP1A2 in human liver microsomes,A,BAO_0000251,microsome format,CHEMBL2169838,Scientific Literature,J Med Chem,2012.0
10715,CHEMBL557052,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(-c3ncccn3)cc2)c2ccc(OCc3ccccn3)cc12,IC50,'>',10.0,nM,CHEMBL1053351,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1153536,Scientific Literature,J Med Chem,2009.0
10717,CHEMBL457931,NC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,IC50,'=',4100.0,nM,CHEMBL944376,Inhibition of CYP2D6 by fluorescence based assay,A,BAO_0000357,single protein format,CHEMBL1152295,Scientific Literature,Bioorg Med Chem Lett,2008.0
